# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.219589 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3154  0.0001  0.0559  0.0895  0.1701
0.150  0.2960  0.0001  0.0526  0.0833  0.1601
0.250  0.2716  0.0001  0.0483  0.0757  0.1476
0.350  0.2452  0.0001  0.0441  0.0670  0.1341
0.450  0.2188  0.0001  0.0399  0.0581  0.1207
0.550  0.1901  0.0001  0.0353  0.0490  0.1058
0.650  0.1615  0.0001  0.0310  0.0404  0.0901
0.750  0.1334  0.0001  0.0267  0.0325  0.0743
0.850  0.1072  0.0001  0.0225  0.0254  0.0592
0.950  0.0832  0.0000  0.0187  0.0193  0.0452
1.050  0.0619  0.0000  0.0150  0.0141  0.0328
1.150  0.0443  0.0000  0.0117  0.0099  0.0226
1.250  0.0302  0.0000  0.0088  0.0067  0.0148
1.350  0.0192  0.0000  0.0061  0.0042  0.0089
1.450  0.0112  0.0000  0.0040  0.0023  0.0048
1.550  0.0053  0.0000  0.0022  0.0011  0.0021
1.650  0.0014  0.0000  0.0007  0.0003  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
