# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309812 -----------------
#dely    BF    dB     BFVar
0.050  0.5686  0.0003  0.0091
0.150  0.5140  0.0002  0.0065
0.250  0.4514  0.0002  0.0036
0.350  0.3804  0.0002  0.0050
0.450  0.3129  0.0002  0.0039
0.550  0.2469  0.0001  0.0024
0.650  0.1901  0.0001  0.0068
0.750  0.1409  0.0001  0.0039
0.850  0.1030  0.0001  0.0026
0.950  0.0727  0.0001  0.0019
1.050  0.0496  0.0000  0.0024
1.150  0.0308  0.0000  0.0022
1.250  0.0178  0.0000  0.0011
1.350  0.0100  0.0000  0.0010
1.450  0.0055  0.0000  0.0006
1.550  0.0027  0.0000  0.0006
1.650  0.0005  0.0000  0.0005
1.750  0.0001  0.0000  0.0002
