'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0'
0.214246,0.513674,0.936856,0.350423,0.669888,0.536305,0.0717411,0.967916
0.214246,0.513674,0.936856,0.350423,0.669888,0.536305,0.0717411,0.967916
0.214864,0.51373,0.941539,0.357595,0.666756,0.530734,0.0754625,0.968921
0.209196,0.512836,0.938999,0.354637,0.663223,0.528698,0.0716202,0.967585
0.21527,0.518888,0.931216,0.353539,0.671833,0.539249,0.0743088,0.969609
0.21527,0.518888,0.931216,0.353539,0.671833,0.539249,0.0743088,0.969609
0.21985,0.521416,0.922137,0.347898,0.672141,0.543849,0.0738762,0.964356
0.213692,0.514479,0.931272,0.344485,0.675897,0.542009,0.0794444,0.966295
0.219875,0.518215,0.929943,0.336928,0.676769,0.541068,0.0757342,0.961219
0.222428,0.521965,0.9288,0.33857,0.673731,0.540843,0.0757032,0.961158
0.223443,0.522349,0.926808,0.337349,0.674099,0.542706,0.0773954,0.966162
0.222588,0.522536,0.929403,0.338321,0.66898,0.545934,0.0734408,0.968028
0.227208,0.527463,0.927568,0.335884,0.668082,0.548189,0.0754396,0.973351
0.225448,0.522955,0.927365,0.340012,0.65816,0.54098,0.0739234,0.970981
0.22067,0.51774,0.925184,0.335058,0.661135,0.542254,0.0782473,0.975524
0.221754,0.517703,0.92353,0.325674,0.656267,0.536156,0.0767972,0.971838
0.221833,0.520668,0.923745,0.328778,0.660632,0.534247,0.0796517,0.966222
0.22355,0.5194,0.933933,0.328879,0.667859,0.533142,0.0811565,0.964961
0.222965,0.521769,0.933164,0.329575,0.671222,0.533874,0.076366,0.956939
0.222965,0.521769,0.933164,0.329575,0.671222,0.533874,0.076366,0.956939
0.217346,0.517676,0.926135,0.325915,0.656661,0.530882,0.0733092,0.963434
0.215882,0.520693,0.92891,0.330954,0.653506,0.530569,0.0734763,0.95719
0.218504,0.515906,0.927438,0.32883,0.649806,0.526823,0.0779789,0.962013
0.216911,0.516814,0.922879,0.33848,0.651551,0.529292,0.0819705,0.968576
0.219491,0.516143,0.929135,0.339956,0.648443,0.526732,0.0768286,0.964722
0.218553,0.512751,0.943599,0.344152,0.644816,0.523639,0.0743473,0.964213
0.21137,0.508369,0.932494,0.343106,0.643602,0.534572,0.0707717,0.964297
0.215677,0.516421,0.94797,0.349494,0.650755,0.537352,0.0636122,0.964242
0.212473,0.514718,0.944632,0.344453,0.662108,0.537166,0.067468,0.958881
0.210816,0.510445,0.948967,0.342161,0.656731,0.532907,0.0690667,0.963379
0.214293,0.515906,0.947404,0.34324,0.658531,0.535008,0.0720744,0.959078
0.212786,0.514708,0.952797,0.346527,0.658928,0.533087,0.0695679,0.961718
0.218828,0.515449,0.956227,0.34199,0.666398,0.533884,0.0706508,0.963975
0.216012,0.512622,0.956495,0.349628,0.661872,0.531693,0.0678557,0.962169
0.216012,0.512622,0.956495,0.349628,0.661872,0.531693,0.0678557,0.962169
0.216144,0.515512,0.958246,0.353836,0.661433,0.533177,0.0684263,0.962615
0.218588,0.520135,0.948744,0.352789,0.652779,0.538486,0.0666449,0.962407
0.224963,0.520455,0.950585,0.360033,0.662069,0.52842,0.0684987,0.973355
0.219833,0.51883,0.952068,0.355364,0.657354,0.52363,0.0651213,0.972681
0.225323,0.524431,0.961018,0.361547,0.659203,0.525825,0.0648731,0.971781
0.223376,0.525259,0.958212,0.356719,0.65506,0.527594,0.067003,0.972084
0.221797,0.522907,0.955313,0.356918,0.651406,0.522474,0.0734015,0.979692
0.223337,0.516984,0.966316,0.362968,0.648112,0.522142,0.0682689,0.973284
0.22061,0.521506,0.962889,0.361808,0.649721,0.532841,0.0661363,0.960169
0.2173,0.518424,0.951935,0.356945,0.641846,0.530723,0.0668828,0.961488
0.214071,0.519455,0.954488,0.354448,0.639414,0.522347,0.0657735,0.962829
0.217186,0.516888,0.956445,0.352802,0.640627,0.519213,0.0640675,0.959654
0.219359,0.517958,0.958601,0.349614,0.637642,0.518496,0.0711541,0.956757
0.21765,0.517315,0.956112,0.350082,0.633847,0.515137,0.0681544,0.9635
0.215048,0.5155,0.956668,0.349774,0.635068,0.516108,0.0680378,0.961843
0.211605,0.514276,0.960211,0.359144,0.636871,0.513447,0.0686388,0.962052
0.215075,0.517046,0.960033,0.35956,0.645206,0.521417,0.0651431,0.961545
0.2106,0.507916,0.958527,0.362594,0.641274,0.528952,0.0710388,0.966322
0.210278,0.510283,0.957403,0.366975,0.641511,0.531278,0.0727983,0.967693
0.215971,0.51144,0.962289,0.363637,0.655143,0.522763,0.0746692,0.971318
0.210281,0.509064,0.964293,0.371071,0.650173,0.516443,0.0715485,0.970934
0.210281,0.509064,0.964293,0.371071,0.650173,0.516443,0.0715485,0.970934
0.205263,0.503908,0.96918,0.371346,0.644631,0.522162,0.0685518,0.973486
0.210873,0.516355,0.972401,0.379525,0.643227,0.523677,0.0700213,0.96721
0.214785,0.509648,0.979307,0.381414,0.641516,0.52614,0.0718344,0.965934
0.216712,0.514617,0.982043,0.382366,0.640448,0.523741,0.0721353,0.96481
0.211779,0.510445,0.975219,0.375547,0.644138,0.525245,0.0701549,0.968852
0.213897,0.513842,0.976441,0.37341,0.644111,0.525326,0.0672642,0.969401
0.215849,0.515858,0.97934,0.37443,0.646572,0.525969,0.0671955,0.969222
0.216539,0.522505,0.977068,0.370928,0.639827,0.51942,0.0643519,0.969294
0.224298,0.516998,0.97898,0.367644,0.631415,0.530856,0.0616103,0.976047
0.226678,0.525166,0.983636,0.364005,0.634242,0.533427,0.0617874,0.975479
0.221731,0.516896,0.987835,0.369791,0.638206,0.534725,0.0668739,0.975616
0.219197,0.518469,0.989976,0.364987,0.64006,0.543736,0.0663889,0.978462
0.221064,0.517753,0.986676,0.364399,0.64279,0.55165,0.0557786,0.982182
0.224342,0.518476,0.99054,0.360114,0.639551,0.540934,0.0544217,0.975589
0.224342,0.518476,0.99054,0.360114,0.639551,0.540934,0.0544217,0.975589
0.229284,0.524642,0.99322,0.36189,0.632484,0.537595,0.0578661,0.980682
0.230369,0.527258,0.998322,0.363861,0.632812,0.542173,0.0568668,0.978422
0.225814,0.520339,0.999937,0.359026,0.622111,0.542072,0.059262,0.977219
0.229939,0.522047,0.996981,0.358575,0.622453,0.540565,0.0595057,0.982688
0.227795,0.525002,0.995505,0.361202,0.62386,0.545004,0.0633241,0.976609
0.227866,0.522459,0.994486,0.358747,0.627111,0.548781,0.0653072,0.980966
0.224937,0.51707,0.990331,0.353787,0.634619,0.539238,0.0640507,0.985079
0.22813,0.522065,0.987468,0.354674,0.632346,0.534595,0.0611135,0.983749
0.232678,0.522526,0.987436,0.352844,0.633037,0.52854,0.0627726,0.985541
0.23191,0.522073,0.975924,0.368678,0.636369,0.530547,0.0592336,0.983156
0.226126,0.522342,0.986914,0.370805,0.632864,0.525314,0.0594999,0.978561
0.22462,0.51907,0.987559,0.367366,0.631345,0.526722,0.0568426,0.979319
0.221489,0.523572,0.982371,0.369613,0.631537,0.526314,0.0568958,0.978209
0.230906,0.526191,0.977142,0.368986,0.63513,0.519587,0.0533782,0.974726
0.224012,0.525781,0.976766,0.369599,0.63252,0.509989,0.0603628,0.968133
0.224012,0.525781,0.976766,0.369599,0.63252,0.509989,0.0603628,0.968133
0.225729,0.527461,0.976683,0.370305,0.631598,0.509435,0.0588703,0.970987
0.225903,0.529522,0.969383,0.366475,0.63636,0.511817,0.0617839,0.969748
0.224711,0.527293,0.969265,0.362989,0.631107,0.511547,0.0628622,0.973966
0.22659,0.523865,0.968709,0.360875,0.633158,0.513021,0.0600421,0.968048
0.230238,0.530676,0.971715,0.356782,0.62808,0.504923,0.0642585,0.962261
0.230932,0.531823,0.956655,0.352479,0.634187,0.514264,0.0735156,0.970388
0.232475,0.528187,0.967841,0.353541,0.628839,0.515022,0.0710463,0.967703
0.226079,0.528771,0.970451,0.358049,0.624856,0.512138,0.0632886,0.964876
0.22355,0.523305,0.970249,0.354788,0.621571,0.508187,0.0584879,0.961141
0.222236,0.523657,0.975459,0.355587,0.630217,0.508094,0.0633447,0.960881
0.22327,0.522537,0.969164,0.356334,0.638142,0.51102,0.0588999,0.958398
0.225661,0.521723,0.974116,0.353215,0.644598,0.519981,0.0563358,0.967288
0.228272,0.527578,0.970798,0.355886,0.644901,0.521258,0.0618415,0.962262
0.224567,0.523954,0.973438,0.354301,0.64137,0.519571,0.0721982,0.96184
0.220082,0.520948,0.968667,0.360814,0.651302,0.521152,0.0690117,0.96106
0.223666,0.521413,0.972231,0.363266,0.646072,0.516355,0.0668423,0.967465
0.22605,0.520964,0.972167,0.363783,0.65149,0.51466,0.0697935,0.9667
0.225231,0.520695,0.965605,0.360652,0.649289,0.514315,0.0734223,0.964325
0.227906,0.5244,0.970047,0.361589,0.65013,0.513906,0.0712817,0.964816
0.231074,0.52715,0.970515,0.366269,0.645761,0.514759,0.074519,0.963237
0.228356,0.528193,0.975117,0.366449,0.640858,0.511339,0.0695648,0.970569
0.222595,0.526161,0.966267,0.361025,0.646097,0.512357,0.0622076,0.969639
0.223006,0.527146,0.968794,0.364709,0.642456,0.509784,0.0676359,0.967501
0.223006,0.527146,0.968794,0.364709,0.642456,0.509784,0.0676359,0.967501
0.215965,0.51407,0.964915,0.365608,0.637129,0.51161,0.0676666,0.968048
0.215365,0.513201,0.966799,0.370126,0.637162,0.520993,0.07357,0.967447
0.220478,0.517928,0.967036,0.366907,0.634956,0.525968,0.0768368,0.972312
0.220589,0.517011,0.969044,0.369059,0.635995,0.52296,0.0787906,0.976048
0.223672,0.520734,0.967022,0.368865,0.641174,0.526827,0.0699804,0.988715
0.226695,0.5239,0.970789,0.369531,0.636159,0.531755,0.0761358,0.990336
0.230556,0.524433,0.965312,0.371454,0.620203,0.525967,0.0676988,0.989185
0.226335,0.523934,0.960884,0.372273,0.617774,0.523993,0.0722142,0.98999
0.231448,0.526961,0.953965,0.36776,0.608075,0.524053,0.0692584,0.988245
0.229948,0.526648,0.951473,0.37021,0.614263,0.51606,0.0717291,0.986996
0.227186,0.527992,0.953025,0.365459,0.62434,0.519782,0.0745814,0.987858
0.22757,0.520845,0.961305,0.365186,0.625729,0.521279,0.0824985,0.991219
0.229139,0.519866,0.961345,0.367358,0.620029,0.529066,0.0743558,0.994326
0.228414,0.520587,0.97013,0.354111,0.617813,0.526851,0.063246,0.990906
0.222856,0.517364,0.97496,0.357729,0.616554,0.522119,0.0605536,0.986539
0.226787,0.520027,0.985434,0.357039,0.612176,0.523196,0.0605801,0.98174
0.226787,0.520027,0.985434,0.357039,0.612176,0.523196,0.0605801,0.98174
0.220036,0.515382,0.985659,0.358258,0.610967,0.521889,0.0671853,0.981587
0.216241,0.515326,0.987003,0.353213,0.609805,0.522927,0.0701372,0.981211
0.218469,0.519182,0.983155,0.354692,0.619611,0.532299,0.075756,0.980877
0.218214,0.516443,0.983653,0.351022,0.621467,0.537949,0.0768784,0.980736
0.221612,0.518505,0.979928,0.360382,0.628691,0.527528,0.0662851,0.990102
0.221729,0.519971,0.97148,0.361346,0.629441,0.528833,0.0672217,0.987712
0.221324,0.518367,0.976897,0.366499,0.625672,0.527905,0.0659391,0.990203
0.226999,0.523371,0.983154,0.365156,0.622364,0.519359,0.0642904,0.986609
0.226717,0.525005,0.97368,0.36288,0.624737,0.519723,0.0654187,0.979751
0.231265,0.525973,0.967515,0.355408,0.637746,0.523967,0.0569595,0.981333
0.226851,0.519255,0.962005,0.357162,0.642621,0.527003,0.0611359,0.980571
0.227139,0.519391,0.96177,0.357093,0.640397,0.530935,0.0652159,0.977377
0.218268,0.513122,0.963487,0.356335,0.648598,0.531572,0.0571518,0.975076
0.219367,0.513197,0.969939,0.355798,0.649776,0.527243,0.0529744,0.975711
0.219367,0.513197,0.969939,0.355798,0.649776,0.527243,0.0529744,0.975711
0.215673,0.512651,0.967499,0.360041,0.646412,0.536968,0.0502436,0.979446
0.213043,0.512879,0.966773,0.357087,0.652421,0.533171,0.0531823,0.979756
0.213596,0.508654,0.969351,0.360101,0.651894,0.531254,0.0478633,0.976743
0.215549,0.511743,0.968226,0.363253,0.653186,0.534222,0.061678,0.977998
0.215549,0.511743,0.968226,0.363253,0.653186,0.534222,0.061678,0.977998
0.21575,0.512006,0.967667,0.359673,0.65695,0.536934,0.0618611,0.980623
0.216478,0.517284,0.969404,0.360764,0.65695,0.52873,0.0569173,0.974558
0.220352,0.520281,0.969539,0.360382,0.657085,0.525903,0.0571714,0.971422
0.225278,0.517208,0.96548,0.357545,0.65497,0.526216,0.0677079,0.973086
0.218249,0.510416,0.953534,0.36055,0.656958,0.520896,0.0725362,0.978303
0.218938,0.512215,0.952522,0.356471,0.650153,0.525171,0.0694032,0.976538
0.216581,0.513689,0.961174,0.354037,0.65018,0.523664,0.0735611,0.972696
0.222657,0.518134,0.959509,0.34818,0.651114,0.524316,0.0767009,0.965319
0.217139,0.519716,0.955392,0.352353,0.656151,0.523836,0.077811,0.968465
0.218183,0.519374,0.960368,0.346176,0.66385,0.537555,0.0785628,0.973179
0.222224,0.520512,0.958266,0.34477,0.665188,0.53696,0.0833488,0.971912
0.209473,0.513018,0.953944,0.348382,0.65813,0.529303,0.083098,0.969344
0.207995,0.51166,0.951375,0.35102,0.657845,0.533066,0.0798659,0.964307
0.209001,0.508578,0.951179,0.359272,0.652075,0.536049,0.0759893,0.967387
0.212213,0.516138,0.94171,0.348773,0.65142,0.545459,0.0739063,0.968847
0.214487,0.515408,0.95725,0.341424,0.648492,0.540084,0.0757133,0.975023
0.214925,0.51225,0.954974,0.347349,0.650666,0.536181,0.0708136,0.978039
0.221117,0.513134,0.95637,0.353848,0.649802,0.536374,0.0703507,0.98493
0.223477,0.523561,0.957532,0.349376,0.650267,0.532807,0.0700826,0.982764
0.222726,0.521028,0.957617,0.347204,0.648517,0.534392,0.0716661,0.979366
0.219181,0.515238,0.957486,0.34851,0.654506,0.535148,0.0758822,0.975067
0.226085,0.52111,0.956404,0.337632,0.650994,0.530894,0.0797206,0.973181
0.222351,0.520353,0.952934,0.333408,0.652113,0.541621,0.0879575,0.969192
0.218259,0.518742,0.951114,0.331656,0.64994,0.538686,0.0855945,0.970365
0.220367,0.515248,0.956697,0.334111,0.649715,0.536753,0.083356,0.969875
0.218986,0.517163,0.956861,0.338499,0.644605,0.541298,0.0785407,0.958859
0.217611,0.521077,0.957112,0.333595,0.648317,0.53773,0.0817408,0.96537
0.218494,0.517249,0.955565,0.337832,0.647694,0.536759,0.0843355,0.972449
0.220183,0.518751,0.954514,0.342915,0.643781,0.53492,0.0834398,0.973539
0.221157,0.519879,0.955042,0.343072,0.642716,0.535901,0.0769843,0.974331
0.222013,0.520885,0.949523,0.340684,0.641029,0.533073,0.0777793,0.975644
0.224431,0.520734,0.951471,0.341605,0.641274,0.540852,0.0812386,0.975943
0.224063,0.520948,0.951248,0.335259,0.638611,0.537854,0.0695618,0.976331
0.226023,0.521573,0.951924,0.336278,0.637057,0.535203,0.0714627,0.975844
0.223796,0.51673,0.95437,0.337809,0.647626,0.534351,0.0741062,0.979655
0.223792,0.523961,0.956108,0.34,0.638857,0.529302,0.0675456,0.978182
0.230655,0.530324,0.948516,0.3394,0.632872,0.528463,0.0613602,0.97484
0.226273,0.525023,0.945759,0.343715,0.629453,0.532076,0.0627018,0.979837
0.223956,0.521699,0.943071,0.338485,0.62343,0.531887,0.060789,0.971823
0.222196,0.520051,0.955314,0.334999,0.625811,0.528176,0.0630229,0.966249
0.22666,0.522279,0.950448,0.338434,0.627469,0.525915,0.0573471,0.965602
0.227425,0.52267,0.951837,0.334588,0.633053,0.525009,0.0562153,0.963355
0.229122,0.522432,0.946648,0.335154,0.636532,0.529884,0.0525855,0.971155
0.224485,0.518728,0.954662,0.330763,0.641111,0.526547,0.060737,0.969309
0.224365,0.522972,0.953193,0.327591,0.638367,0.52522,0.0594327,0.970409
0.222884,0.520873,0.955994,0.330019,0.64259,0.53336,0.0633741,0.962385
0.225269,0.519704,0.951516,0.33439,0.643735,0.53446,0.0649065,0.959808
0.221351,0.52018,0.946822,0.334303,0.640205,0.533688,0.065543,0.960936
0.220558,0.51343,0.949536,0.332394,0.645225,0.52994,0.0645732,0.962958
0.212199,0.51173,0.931439,0.32889,0.659871,0.533484,0.0608885,0.96197
0.216536,0.516156,0.918652,0.329937,0.661836,0.526038,0.0657685,0.963695
0.220977,0.520084,0.918677,0.323216,0.673753,0.528016,0.0695994,0.966837
0.219111,0.51924,0.917217,0.322426,0.66821,0.529222,0.066818,0.96707
0.215596,0.513834,0.916067,0.31677,0.668846,0.530226,0.0716719,0.961616
0.21108,0.513203,0.91476,0.312997,0.668585,0.531909,0.0697392,0.956662
0.216829,0.518174,0.926286,0.316655,0.664673,0.534126,0.0643657,0.957622
0.219724,0.517379,0.926848,0.327227,0.660392,0.526902,0.0696966,0.954406
0.217282,0.520908,0.921517,0.330194,0.661022,0.527722,0.0657601,0.956028
0.214741,0.519985,0.921178,0.334506,0.659833,0.529403,0.0668707,0.954363
0.219808,0.516392,0.923041,0.339382,0.660537,0.52696,0.0646144,0.954991
0.222095,0.522983,0.932609,0.339435,0.658612,0.526561,0.0624082,0.963999
0.218282,0.522649,0.930754,0.334577,0.656606,0.530931,0.0693042,0.964303
0.219322,0.514625,0.927087,0.334489,0.654762,0.529815,0.0828579,0.965094
0.216968,0.517654,0.924386,0.334156,0.657547,0.526758,0.0838112,0.96449
0.219686,0.516047,0.931621,0.344535,0.648941,0.525468,0.0813205,0.970156
0.218237,0.514822,0.930509,0.343091,0.649586,0.526292,0.0809379,0.965224
0.222361,0.522506,0.932378,0.348624,0.653662,0.531138,0.0797889,0.967749
0.222361,0.522506,0.932378,0.348624,0.653662,0.531138,0.0797889,0.967749
0.228492,0.529175,0.931171,0.35393,0.662528,0.53058,0.0759104,0.966688
0.229936,0.531439,0.935535,0.354125,0.665945,0.534358,0.074922,0.968897
0.234115,0.535412,0.942134,0.35378,0.666719,0.538518,0.0753414,0.96879
0.230186,0.532853,0.940336,0.355032,0.672202,0.537462,0.0791776,0.97251
0.232993,0.530173,0.943893,0.356618,0.667787,0.535471,0.0784171,0.966404
0.230347,0.531857,0.940841,0.357633,0.662017,0.537334,0.073011,0.969368
0.235355,0.531589,0.955139,0.356926,0.66558,0.531874,0.0735624,0.971517
0.239075,0.535422,0.959628,0.359799,0.670514,0.536894,0.0680335,0.977545
0.228324,0.526717,0.96389,0.348391,0.674771,0.541179,0.0644152,0.973294
0.227558,0.515063,0.9638,0.349773,0.671931,0.543759,0.0760595,0.979682
0.226172,0.521323,0.957268,0.350759,0.667908,0.544207,0.0748958,0.978094
0.225441,0.520915,0.960734,0.353319,0.677638,0.546946,0.0754086,0.973897
0.217476,0.520044,0.964454,0.354683,0.676525,0.539951,0.0703018,0.970558
0.217633,0.513053,0.959566,0.355432,0.667549,0.535003,0.0653383,0.976991
0.216416,0.518928,0.969792,0.36295,0.670648,0.53188,0.0676027,0.976464
0.216416,0.518928,0.969792,0.36295,0.670648,0.53188,0.0676027,0.976464
0.216233,0.517906,0.963667,0.364448,0.673411,0.528968,0.0672001,0.973214
0.219658,0.516564,0.965634,0.36375,0.68231,0.532113,0.0689638,0.968743
0.213296,0.511369,0.970009,0.362726,0.677593,0.529455,0.0695071,0.966253
0.2105,0.512021,0.969665,0.361592,0.677279,0.530395,0.067695,0.968876
0.20972,0.508832,0.972954,0.359331,0.677215,0.537152,0.0615763,0.969826
0.214876,0.51408,0.972206,0.360364,0.676866,0.535654,0.0567233,0.961543
0.220823,0.521956,0.969834,0.364279,0.673642,0.532461,0.0608496,0.963609
0.222127,0.52168,0.974035,0.370837,0.670537,0.527575,0.0611493,0.96444
0.228897,0.528421,0.980737,0.362852,0.655717,0.536001,0.0581898,0.969228
0.2294,0.52344,0.985509,0.364307,0.650194,0.549244,0.0563633,0.981371
0.22411,0.518541,0.985975,0.368592,0.651507,0.552266,0.0569383,0.980064
0.219582,0.518938,0.983522,0.366286,0.650249,0.552044,0.0599559,0.977531
0.215924,0.514227,0.976658,0.367113,0.651443,0.557269,0.0609716,0.976148
0.213937,0.512213,0.979006,0.36131,0.645033,0.55277,0.0612124,0.978469
0.216829,0.511792,0.976396,0.358812,0.647968,0.550512,0.0693812,0.975241
0.221512,0.514908,0.972502,0.360057,0.640057,0.541662,0.0674613,0.97335
0.212842,0.510166,0.977115,0.357079,0.637142,0.541792,0.069644,0.976686
0.212744,0.511254,0.973288,0.355395,0.631759,0.545209,0.0675044,0.974385
0.211832,0.509462,0.974184,0.354256,0.630777,0.544547,0.0689862,0.975228
0.215381,0.511226,0.975978,0.350921,0.6343,0.547113,0.0635294,0.97852
0.211959,0.508021,0.973593,0.351429,0.638957,0.539548,0.0653393,0.975486
0.212692,0.513547,0.961815,0.34357,0.64086,0.541735,0.0711713,0.975971
0.212254,0.509596,0.959095,0.34132,0.641972,0.539108,0.072301,0.975067
0.217454,0.510952,0.946837,0.340835,0.63897,0.540643,0.0696843,0.976438
0.216258,0.515676,0.948134,0.338321,0.63453,0.542108,0.0723717,0.979321
0.21194,0.510508,0.946211,0.341645,0.629296,0.541937,0.0671082,0.97741
0.214651,0.511885,0.944743,0.339699,0.631696,0.542254,0.0660594,0.977452
0.211564,0.506965,0.942886,0.337514,0.635117,0.544987,0.0701553,0.979422
0.211564,0.506965,0.942886,0.337514,0.635117,0.544987,0.0701553,0.979422
0.214626,0.512606,0.950756,0.340899,0.633535,0.542493,0.073566,0.976833
0.216528,0.511622,0.952839,0.346384,0.635746,0.539604,0.0779733,0.984066
0.215134,0.512014,0.95399,0.356482,0.642511,0.538993,0.0750945,0.980715
0.21953,0.515394,0.954001,0.357049,0.643264,0.540543,0.0776234,0.978848
0.21938,0.520663,0.953608,0.354841,0.649469,0.541703,0.0774246,0.973713
0.222051,0.523694,0.95027,0.356611,0.653623,0.544283,0.0771778,0.973432
0.220522,0.516013,0.949011,0.353285,0.656708,0.540794,0.0794094,0.975363
0.219433,0.518485,0.945307,0.349528,0.652131,0.541032,0.0782358,0.970418
0.219433,0.518485,0.945307,0.349528,0.652131,0.541032,0.0782358,0.970418
0.217092,0.514352,0.951993,0.353201,0.64985,0.542206,0.0741431,0.973607
0.217092,0.514352,0.951993,0.353201,0.64985,0.542206,0.0741431,0.973607
0.214664,0.517119,0.952615,0.356738,0.643094,0.53933,0.0731085,0.975017
0.228176,0.528116,0.953716,0.35917,0.648026,0.541495,0.0668624,0.977017
0.224855,0.528147,0.957379,0.359721,0.654388,0.53235,0.073223,0.979171
0.219734,0.520741,0.965473,0.356562,0.658353,0.539707,0.0639581,0.972804
0.229615,0.52645,0.966646,0.347858,0.670629,0.545081,0.0713902,0.971589
0.232532,0.531094,0.973108,0.35105,0.668461,0.539073,0.067959,0.972064
0.233111,0.532559,0.974557,0.355006,0.66412,0.537323,0.0649163,0.973796
0.233238,0.531664,0.976826,0.349878,0.670845,0.536271,0.060618,0.979886
0.232965,0.533455,0.971015,0.350027,0.673191,0.543386,0.0685701,0.983829
0.238876,0.533631,0.96845,0.355149,0.663594,0.549121,0.0630605,0.989423
0.238876,0.533631,0.96845,0.355149,0.663594,0.549121,0.0630605,0.989423
0.239095,0.537021,0.964827,0.358277,0.658673,0.541376,0.070471,0.989738
0.240176,0.536031,0.966092,0.348015,0.659835,0.542267,0.0711007,0.977319
0.239169,0.534157,0.976459,0.334312,0.658916,0.53945,0.0582675,0.979559
0.235471,0.528647,0.967631,0.330043,0.653465,0.542636,0.0599036,0.976756
0.24082,0.536107,0.966664,0.333846,0.656168,0.543278,0.0520075,0.969226
0.239419,0.535878,0.959199,0.344035,0.650245,0.545077,0.0596023,0.973468
0.23155,0.529987,0.959711,0.341993,0.649873,0.545563,0.0601436,0.976996
0.22856,0.526032,0.95775,0.340593,0.648763,0.545047,0.0571508,0.980736
0.235918,0.529301,0.960265,0.342744,0.648558,0.536895,0.0563703,0.981655
0.236357,0.527365,0.966113,0.346761,0.646891,0.537865,0.0584068,0.980639
0.231,0.528166,0.963397,0.34584,0.646515,0.535872,0.0591438,0.973304
0.230326,0.531452,0.962418,0.351638,0.654075,0.538252,0.062976,0.971417
0.228383,0.523323,0.946336,0.350738,0.659187,0.531736,0.0727118,0.969253
0.2249,0.522671,0.956838,0.351205,0.653255,0.537869,0.0698585,0.969084
