0.224877 0.526864 0.964633 0.350116 0.660481 0.512171 0.0672572 0.96555 
0.217465 0.517688 0.95632 0.337143 0.609389 0.524422 0.0640663 0.964174 
0.233932 0.530358 0.958331 0.380139 0.726694 0.557232 0.0734823 0.956878 
0.237964 0.543414 0.948886 0.366749 0.708569 0.514141 0.0850927 0.962183 
0.245966 0.54549 0.999158 0.384816 0.690963 0.579619 0.069913 0.991484 
0.231705 0.529023 0.995024 0.383584 0.664133 0.517978 0.0767839 0.963764 
0.224503 0.520479 0.962731 0.347005 0.609086 0.518526 0.0689741 0.971108 
0.227642 0.530256 0.952278 0.362023 0.720064 0.555924 0.0630792 0.969118 
0.220172 0.521604 0.931038 0.341365 0.681325 0.538049 0.0732347 0.968503 
0.253077 0.548997 0.991537 0.372735 0.703617 0.55701 0.0646891 0.975976 
0.237924 0.538176 0.959905 0.370797 0.655977 0.522751 0.0740618 0.982458 
0.215114 0.511913 0.934901 0.333441 0.624539 0.531463 0.08269 0.961517 
0.208778 0.510585 0.912785 0.324328 0.587967 0.511655 0.068742 0.957334 
0.230572 0.532853 0.896032 0.3239 0.691161 0.544211 0.0943802 0.950903 
0.241349 0.55005 0.912622 0.335158 0.735584 0.543305 0.0871578 0.947296 
0.244709 0.538512 0.99012 0.387219 0.708677 0.554119 0.0721364 0.982409 
0.212281 0.51097 0.94487 0.34365 0.617832 0.521362 0.0709436 0.965806 
0.240318 0.539049 0.9816 0.369718 0.726237 0.566621 0.0699377 0.968508 
0.215938 0.517329 0.942048 0.347018 0.624146 0.520086 0.080725 0.970162 
0.237706 0.533554 0.97591 0.370075 0.686453 0.52813 0.0805119 0.967688 
