# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.203196 -----------------
#dely    BF    dB     BFVar
0.050  0.2322  0.0001  0.0039
0.150  0.2207  0.0001  0.0039
0.250  0.2110  0.0001  0.0043
0.350  0.1997  0.0001  0.0034
0.450  0.1903  0.0001  0.0044
0.550  0.1760  0.0001  0.0037
0.650  0.1591  0.0001  0.0035
0.750  0.1416  0.0001  0.0025
0.850  0.1219  0.0001  0.0029
0.950  0.1025  0.0001  0.0016
1.050  0.0841  0.0001  0.0019
1.150  0.0667  0.0001  0.0015
1.250  0.0497  0.0001  0.0017
1.350  0.0355  0.0001  0.0023
1.450  0.0234  0.0001  0.0008
1.550  0.0128  0.0000  0.0005
1.650  0.0043  0.0000  0.0003
1.750  0.0003  0.0000  0.0001
