# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.178176 -----------------
#dely    BF    dB     BFVar
0.050  0.2376  0.0001  0.0039
0.150  0.2220  0.0001  0.0027
0.250  0.2038  0.0001  0.0029
0.350  0.1869  0.0001  0.0020
0.450  0.1688  0.0001  0.0024
0.550  0.1488  0.0001  0.0016
0.650  0.1290  0.0001  0.0020
0.750  0.1109  0.0001  0.0013
0.850  0.0931  0.0001  0.0014
0.950  0.0767  0.0001  0.0013
1.050  0.0605  0.0001  0.0009
1.150  0.0469  0.0001  0.0009
1.250  0.0351  0.0000  0.0006
1.350  0.0257  0.0000  0.0009
1.450  0.0172  0.0000  0.0006
1.550  0.0110  0.0000  0.0005
1.650  0.0059  0.0000  0.0003
1.750  0.0019  0.0000  0.0001
