# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.191604 -----------------
#dely    BF
0.050  0.7199  0.0042
0.150  0.4627  0.0028
0.250  0.2586  0.0016
0.350  0.3963  0.0027
0.450  0.0520  0.0004
0.550  0.1062  0.0008
0.650 -0.2619 -0.0022
0.750 -0.1499 -0.0014
0.850 -0.4492 -0.0048
0.950 -0.4352 -0.0052
1.050 -0.5031 -0.0068
1.150 -0.6224 -0.0096
1.250 -0.6629 -0.0121
1.350 -0.3800 -0.0083
1.450 -0.1758 -0.0046
1.550 -0.1323 -0.0045
1.650 -0.1341 -0.0063
1.750 -0.0048 -0.0004
