# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0587128 -----------------
#dely    BF
0.050  0.0855  0.0036
0.150  0.1022  0.0044
0.250  0.0757  0.0035
0.350  0.0743  0.0036
0.450  0.0717  0.0038
0.550  0.0405  0.0023
0.650  0.0312  0.0022
0.750  0.0297  0.0024
0.850  0.0299  0.0025
0.950  0.0156  0.0015
1.050  0.0086  0.0011
1.150  0.0072  0.0013
1.250  0.0097  0.0018
1.350  0.0042  0.0012
1.450  0.0015  0.0004
1.550 -0.0005 -0.0002
1.650  0.0000  0.0000
1.750  0.0000  0.0000
