# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0396657 -----------------
#dely    BF
0.050 -0.0279 -0.0002
0.150 -0.0185 -0.0002
0.250 -0.0199 -0.0002
0.350 -0.0229 -0.0002
0.450 -0.0082 -0.0001
0.550 -0.0205 -0.0002
0.650 -0.0287 -0.0003
0.750 -0.0319 -0.0004
0.850 -0.0173 -0.0002
0.950 -0.0390 -0.0005
1.050 -0.0387 -0.0005
1.150 -0.0266 -0.0004
1.250 -0.0326 -0.0006
1.350 -0.0245 -0.0005
1.450 -0.0174 -0.0004
1.550 -0.0135 -0.0004
1.650 -0.0056 -0.0002
1.750 -0.0030 -0.0002
