# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.3013 -----------------
#dely    BF    dB     BFVar
0.050  0.4703  0.0003  0.0029
0.150  0.4350  0.0002  0.0033
0.250  0.3932  0.0002  0.0026
0.350  0.3489  0.0002  0.0021
0.450  0.3016  0.0002  0.0028
0.550  0.2539  0.0002  0.0038
0.650  0.2092  0.0002  0.0028
0.750  0.1678  0.0001  0.0034
0.850  0.1307  0.0001  0.0016
0.950  0.1003  0.0001  0.0016
1.050  0.0725  0.0001  0.0014
1.150  0.0517  0.0001  0.0017
1.250  0.0346  0.0000  0.0022
1.350  0.0215  0.0000  0.0009
1.450  0.0123  0.0000  0.0006
1.550  0.0062  0.0000  0.0006
1.650  0.0028  0.0000  0.0003
1.750  0.0005  0.0000  0.0001
