# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.284999 -----------------
#dely    BF    dB     BFVar
0.050  0.4587  0.0003  0.0026
0.150  0.4281  0.0003  0.0038
0.250  0.3847  0.0003  0.0035
0.350  0.3395  0.0002  0.0028
0.450  0.2930  0.0002  0.0037
0.550  0.2430  0.0002  0.0041
0.650  0.1975  0.0002  0.0029
0.750  0.1554  0.0001  0.0021
0.850  0.1182  0.0001  0.0017
0.950  0.0856  0.0001  0.0011
1.050  0.0602  0.0001  0.0018
1.150  0.0398  0.0001  0.0025
1.250  0.0241  0.0000  0.0010
1.350  0.0133  0.0000  0.0006
1.450  0.0064  0.0000  0.0006
1.550  0.0024  0.0000  0.0003
1.650  0.0002  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
