 0.000  1.00000  0.96150  0.95428  0.95184  0.95074  0.95015  0.94980  0.94957  0.94932  0.94614 
 0.050  0.99875  0.95471  0.93722  0.91986  0.89925  0.87468  0.84598  0.81318  0.77633  0.73340 
 0.100  0.99502  0.93451  0.88685  0.82641  0.75092  0.66103  0.55825  0.44451  0.32200  0.19272 
 0.150  0.98885  0.90140  0.80548  0.67870  0.52320  0.34503  0.15184 -0.04790 -0.24531 -0.43002 
 0.200  0.98033  0.85618  0.69680  0.48795  0.24247 -0.02124 -0.28277 -0.52170 -0.71923 -0.85707 
 0.250  0.96954  0.79991  0.56563  0.26828 -0.05960 -0.37909 -0.65165 -0.84430 -0.93364 -0.90619 
 0.300  0.95663  0.73390  0.41758  0.03539 -0.35026 -0.67360 -0.87907 -0.93137 -0.82161 -0.56772 
 0.350  0.94173  0.65960  0.25876 -0.19484 -0.59964 -0.86267 -0.92339 -0.76817 -0.43357  0.00143 
 0.400  0.92501  0.57859  0.09535 -0.40768 -0.78420 -0.92305 -0.78367 -0.40866  0.08891  0.55702 
 0.450  0.90664  0.49251 -0.06666 -0.59060 -0.88888 -0.85248 -0.49653  0.04500  0.56918  0.87690 
 0.500  0.88682  0.40297 -0.22180 -0.73407 -0.90805 -0.66810 -0.12489  0.47439  0.85779  0.84924 
 0.550  0.86572  0.31157 -0.36532 -0.83198 -0.84514 -0.40176  0.25745  0.77715  0.87788  0.50512 
 0.600  0.84355  0.21978 -0.49333 -0.88173 -0.71125 -0.09369  0.58156  0.89087  0.64094 -0.00969 
 0.650  0.82048  0.12898 -0.60293 -0.88395 -0.52306  0.21439  0.79580  0.80319  0.23233 -0.50266 
 0.700  0.79671  0.04036 -0.69219 -0.84210 -0.30042  0.48515  0.87296  0.54806 -0.22335 -0.80893 
 0.750  0.77239 -0.04502 -0.76010 -0.76180 -0.06396  0.69007  0.81160  0.19159 -0.60272 -0.84377 
 0.800  0.74770 -0.12629 -0.80652 -0.65021  0.16692  0.81176  0.63248 -0.18703 -0.81654 -0.61842 
 0.850  0.72279 -0.20275 -0.83204 -0.51530  0.37565  0.84444  0.37178 -0.51395 -0.82750 -0.22175 
 0.900  0.69779 -0.27388 -0.83784 -0.36525  0.54949  0.79273  0.07293 -0.73447 -0.65099  0.21888 
 0.950  0.67285 -0.33930 -0.82560 -0.20794  0.67994  0.66945 -0.22102 -0.82021 -0.34274  0.58062 
 1.000  0.64805 -0.39878 -0.79729 -0.05057  0.76273  0.49276 -0.47352 -0.76976  0.02072  0.77793 
 1.050  0.62352 -0.45222 -0.75511  0.10066  0.79742  0.28339 -0.65833 -0.60416  0.36212  0.77840 
 1.100  0.59933 -0.49963 -0.70133  0.24067  0.78675  0.06211 -0.76112 -0.35938  0.61944  0.60117 
 1.150  0.57557 -0.54110 -0.63823  0.36559  0.73589 -0.15232 -0.77904 -0.07789  0.75518  0.30294 
 1.200  0.55229 -0.57682 -0.56800  0.47269  0.65162 -0.34442 -0.71892  0.19891  0.75875 -0.04182 
 1.250  0.52954 -0.60703 -0.49272  0.56034  0.54163 -0.50275 -0.59470  0.43642  0.64321 -0.36022 
 1.300  0.50738 -0.63201 -0.41427  0.62789  0.41382 -0.62013 -0.42454  0.61023  0.43850 -0.59543 
 1.350  0.48583 -0.65207 -0.33434  0.67546  0.27583 -0.69334 -0.22814  0.70732  0.18344 -0.71455 
 1.400  0.46492 -0.66756 -0.25441  0.70387  0.13464 -0.72264 -0.02451  0.72542 -0.08196 -0.70995 
 1.450  0.44467 -0.67883 -0.17574  0.71440 -0.00369 -0.71106  0.16966  0.67117 -0.32249 -0.59556 
 1.500  0.42510 -0.68623 -0.09937  0.70872 -0.13417 -0.66365  0.34103  0.55758 -0.51158 -0.40032 
 1.550  0.40620 -0.69011 -0.02616  0.68872 -0.25288 -0.58675  0.48007  0.40142 -0.63307 -0.16060 
 1.600  0.38798 -0.69083  0.04323  0.65640 -0.35701 -0.48734  0.58111  0.22078 -0.68109  0.08672 
 1.650  0.37044 -0.68871  0.10830  0.61381 -0.44474 -0.37248  0.64195  0.03301 -0.65871  0.30954 
 1.700  0.35357 -0.68407  0.16870  0.56293 -0.51514 -0.24892  0.66338 -0.14664 -0.57577  0.48389 
 1.750  0.33736 -0.67721  0.22421  0.50566 -0.56801 -0.12276  0.64851 -0.30597 -0.44649  0.59537 
 1.800  0.32180 -0.66841  0.27473  0.44377 -0.60380  0.00075  0.60208 -0.43625 -0.28713  0.63893 
 1.850  0.30689 -0.65794  0.32025  0.37886 -0.62341  0.11728  0.52989 -0.53215 -0.11406  0.61759 
 1.900  0.29259 -0.64603  0.36082  0.31236 -0.62812  0.22345  0.43818 -0.59151  0.05780  0.54044 
 1.950  0.27890 -0.63291  0.39657  0.24550 -0.61944  0.31683  0.33322 -0.61486  0.21599  0.42053 
 2.000  0.26580 -0.61878  0.42768  0.17935 -0.59902  0.39584  0.22092 -0.60482  0.35100  0.27273 
 2.050  0.25327 -0.60383  0.45436  0.11480 -0.56857  0.45965  0.10663 -0.56555  0.45648  0.11199 
 2.100  0.24129 -0.58822  0.47684  0.05258 -0.52981  0.50807 -0.00506 -0.50216  0.52908 -0.04802 
 2.150  0.22985 -0.57211  0.49539 -0.00672 -0.48439  0.54144 -0.11037 -0.42022  0.56807 -0.19583 
 2.200  0.21892 -0.55562  0.51028 -0.06268 -0.43387  0.56054 -0.20636 -0.32538  0.57491 -0.32263 
 2.250  0.20848 -0.53888  0.52177 -0.11497 -0.37970  0.56641 -0.29088 -0.22302  0.55269 -0.42249 
 2.300  0.19852 -0.52200  0.53014 -0.16336 -0.32318  0.56035 -0.36255 -0.11803  0.50563 -0.49216 
 2.350  0.18902 -0.50506  0.53566 -0.20775 -0.26547  0.54375 -0.42062 -0.01467  0.43861 -0.53082 
 2.400  0.17995 -0.48815  0.53860 -0.24807 -0.20760  0.51810 -0.46491  0.08352  0.35679 -0.53965 
 2.450  0.17131 -0.47134  0.53920 -0.28435 -0.15041  0.48487 -0.49572  0.17373  0.26521 -0.52135 
 2.500  0.16307 -0.45468  0.53770 -0.31665 -0.09464  0.44549 -0.51369  0.25390  0.16862 -0.47970 
 2.550  0.15522 -0.43825  0.53435 -0.34510 -0.04089  0.40135 -0.51974  0.32261  0.07124 -0.41913 
 2.600  0.14773 -0.42207  0.52934 -0.36984  0.01037  0.35369 -0.51498  0.37905 -0.02328 -0.34431 
 2.650  0.14060 -0.40619  0.52288 -0.39104  0.05877  0.30370 -0.50066  0.42296 -0.11197 -0.25990 
 2.700  0.13381 -0.39063  0.51516 -0.40889  0.10404  0.25239 -0.47807  0.45446 -0.19252 -0.17029 
 2.750  0.12734 -0.37543  0.50636 -0.42360  0.14601  0.20069 -0.44851  0.47407 -0.26327 -0.07945 
 2.800  0.12117 -0.36061  0.49662 -0.43539  0.18456  0.14937 -0.41327  0.48255 -0.32313  0.00922 
 2.850  0.11530 -0.34617  0.48611 -0.44445  0.21966  0.09912 -0.37357  0.48086 -0.37153  0.09289 
 2.900  0.10971 -0.33214  0.47494 -0.45102  0.25130  0.05048 -0.33055  0.47008 -0.40834  0.16932 
 2.950  0.10439 -0.31852  0.46326 -0.45529  0.27955  0.00391 -0.28526  0.45137 -0.43383  0.23690 
 3.000  0.09933 -0.30532  0.45115 -0.45748  0.30449 -0.04025 -0.23863  0.42592 -0.44853  0.29453 
