# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0597572 -----------------
#dely    BF
0.050  0.0905  0.0005
0.150  0.0888  0.0005
0.250  0.0800  0.0005
0.350  0.0680  0.0004
0.450  0.0597  0.0004
0.550  0.0516  0.0004
0.650  0.0431  0.0003
0.750  0.0337  0.0003
0.850  0.0266  0.0003
0.950  0.0210  0.0002
1.050  0.0145  0.0002
1.150  0.0099  0.0002
1.250  0.0059  0.0001
1.350  0.0027  0.0001
1.450  0.0013  0.0000
1.550  0.0003  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
