# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.119745 -----------------
#dely    BF    dB     BFVar
0.050  0.1366  0.0001  0.0021
0.150  0.1277  0.0001  0.0035
0.250  0.1209  0.0001  0.0021
0.350  0.1128  0.0001  0.0016
0.450  0.1055  0.0001  0.0026
0.550  0.0970  0.0001  0.0020
0.650  0.0883  0.0001  0.0009
0.750  0.0794  0.0001  0.0011
0.850  0.0699  0.0001  0.0017
0.950  0.0599  0.0001  0.0011
1.050  0.0514  0.0000  0.0017
1.150  0.0427  0.0000  0.0009
1.250  0.0343  0.0000  0.0005
1.350  0.0267  0.0000  0.0004
1.450  0.0200  0.0000  0.0006
1.550  0.0140  0.0000  0.0011
1.650  0.0079  0.0000  0.0004
1.750  0.0026  0.0000  0.0002
