# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0131018 -----------------
#dely    BF    dB     BFVar
0.050 -0.0471 -0.0002  0.0018
0.150 -0.0416 -0.0001  0.0023
0.250 -0.0340 -0.0001  0.0026
0.350 -0.0215 -0.0001  0.0015
0.450 -0.0122 -0.0000  0.0019
0.550 -0.0051 -0.0000  0.0021
0.650  0.0007  0.0000  0.0015
0.750  0.0037  0.0000  0.0005
0.850  0.0057  0.0000  0.0008
0.950  0.0059  0.0000  0.0003
1.050  0.0052  0.0000  0.0002
1.150  0.0041  0.0000  0.0002
1.250  0.0027  0.0000  0.0004
1.350  0.0015  0.0000  0.0001
1.450  0.0007  0.0000  0.0001
1.550  0.0002  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
