# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.6, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0114684 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0317  0.0001 -0.0128  0.0359  0.0086
0.150  0.0277  0.0001 -0.0120  0.0327  0.0071
0.250  0.0225  0.0001 -0.0112  0.0278  0.0059
0.350  0.0166  0.0000 -0.0101  0.0218  0.0049
0.450  0.0112  0.0000 -0.0087  0.0163  0.0036
0.550  0.0064  0.0000 -0.0071  0.0113  0.0021
0.650  0.0026  0.0000 -0.0060  0.0072  0.0013
0.750  0.0005  0.0000 -0.0048  0.0045  0.0009
0.850 -0.0006 -0.0000 -0.0036  0.0025  0.0005
0.950 -0.0010 -0.0000 -0.0026  0.0013  0.0003
1.050 -0.0011 -0.0000 -0.0018  0.0006  0.0001
1.150 -0.0009 -0.0000 -0.0011  0.0002  0.0000
1.250 -0.0005 -0.0000 -0.0006  0.0001  0.0000
1.350 -0.0002 -0.0000 -0.0002  0.0000  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
