# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0595558 -----------------
#dely    BF
0.050 -0.1001 -0.0055
0.150 -0.1038 -0.0058
0.250 -0.0905 -0.0053
0.350 -0.0724 -0.0045
0.450 -0.0543 -0.0036
0.550 -0.0469 -0.0033
0.650 -0.0430 -0.0034
0.750 -0.0346 -0.0030
0.850 -0.0169 -0.0017
0.950 -0.0169 -0.0018
1.050 -0.0068 -0.0011
1.150 -0.0066 -0.0011
1.250 -0.0009 -0.0002
1.350 -0.0008 -0.0002
1.450 -0.0011 -0.0005
1.550  0.0003  0.0002
1.650  0.0000  0.0000
1.750  0.0000  0.0000
