# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.111137 -----------------
#dely    BF
0.050 -0.1260 -0.0001
0.150 -0.1179 -0.0001
0.250 -0.1090 -0.0001
0.350 -0.1029 -0.0001
0.450 -0.0948 -0.0001
0.550 -0.0855 -0.0001
0.650 -0.0784 -0.0001
0.750 -0.0690 -0.0001
0.850 -0.0617 -0.0001
0.950 -0.0558 -0.0001
1.050 -0.0514 -0.0001
1.150 -0.0442 -0.0001
1.250 -0.0361 -0.0001
1.350 -0.0297 -0.0001
1.450 -0.0221 -0.0001
1.550 -0.0148 -0.0001
1.650 -0.0092 -0.0001
1.750 -0.0029 -0.0000
