# ICODE=211, JCODE=-2212
# SIGMA_QGP=1.1345, SIGMA_HAD=0.524139
# NSAMPLE=10000000, Tblast=80.1236, UPERPblast(x,y)=(0.8045,0.8045)
# SOVERUD=0.696, QUARK_ENTROPY_RATIO=0.2156, BARYON_FUDGE=0.7357
# ------- normalization=0.00570636 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0139  0.0000  0.0016  0.0040  0.0083
0.150  0.0121  0.0000  0.0018  0.0037  0.0066
0.250  0.0099  0.0000  0.0024  0.0036  0.0039
0.350  0.0063  0.0000  0.0018  0.0030  0.0014
0.450  0.0032  0.0000  0.0012  0.0026 -0.0006
0.550  0.0028  0.0000  0.0017  0.0019 -0.0008
0.650  0.0022  0.0000  0.0010  0.0015 -0.0003
0.750  0.0016  0.0000  0.0009  0.0010 -0.0003
0.850  0.0014  0.0000  0.0006  0.0008  0.0000
0.950  0.0013  0.0000  0.0006  0.0005  0.0001
1.050  0.0009  0.0000  0.0003  0.0003  0.0002
1.150  0.0007  0.0000  0.0003  0.0002  0.0002
1.250  0.0004  0.0000  0.0002  0.0002  0.0001
1.350  0.0001  0.0000  0.0001  0.0000  0.0000
1.450  0.0002  0.0000  0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
