# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1345, SIGMA_HAD=0.524139
# NSAMPLE=10000000, Tblast=80.1236, UPERPblast(x,y)=(0.8045,0.8045)
# SOVERUD=0.696, QUARK_ENTROPY_RATIO=0.2156, BARYON_FUDGE=0.7357
# ------- normalization=0.067882 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1087  0.0015  0.1700 -0.0613  0.0000
0.150  0.0866  0.0013  0.1445 -0.0579  0.0000
0.250  0.0826  0.0012  0.1364 -0.0538  0.0000
0.350  0.0801  0.0013  0.1230 -0.0429  0.0000
0.450  0.0693  0.0012  0.1049 -0.0356  0.0000
0.550  0.0662  0.0013  0.0921 -0.0259  0.0000
0.650  0.0503  0.0012  0.0701 -0.0198  0.0000
0.750  0.0429  0.0012  0.0558 -0.0129  0.0000
0.850  0.0341  0.0011  0.0421 -0.0079  0.0000
0.950  0.0239  0.0010  0.0286 -0.0047  0.0000
1.050  0.0156  0.0009  0.0181 -0.0025  0.0000
1.150  0.0109  0.0007  0.0122 -0.0014  0.0000
1.250  0.0046  0.0005  0.0051 -0.0005  0.0000
1.350  0.0024  0.0004  0.0025 -0.0001  0.0000
1.450  0.0005  0.0002  0.0005 -0.0000  0.0000
1.550  0.0001  0.0001  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
