# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.262752 -----------------
#dely    BF
0.050  0.3881  0.0023
0.150  0.3546  0.0022
0.250  0.3563  0.0023
0.350  0.3064  0.0021
0.450  0.2655  0.0020
0.550  0.2249  0.0018
0.650  0.1905  0.0017
0.750  0.1415  0.0014
0.850  0.1250  0.0013
0.950  0.0937  0.0011
1.050  0.0793  0.0011
1.150  0.0512  0.0008
1.250  0.0259  0.0005
1.350  0.0125  0.0003
1.450  0.0047  0.0001
1.550  0.0055  0.0002
1.650  0.0021  0.0001
1.750 -0.0002 -0.0000
