# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0346659 -----------------
#dely    BF    dB     BFVar
0.050 -0.0465 -0.0002  0.0025
0.150 -0.0461 -0.0002  0.0020
0.250 -0.0458 -0.0002  0.0049
0.350 -0.0439 -0.0002  0.0028
0.450 -0.0412 -0.0002  0.0023
0.550 -0.0360 -0.0002  0.0017
0.650 -0.0296 -0.0002  0.0009
0.750 -0.0230 -0.0001  0.0012
0.850 -0.0155 -0.0001  0.0006
0.950 -0.0098 -0.0001  0.0004
1.050 -0.0057 -0.0001  0.0005
1.150 -0.0029 -0.0000  0.0002
1.250 -0.0008 -0.0000  0.0003
1.350 -0.0000 -0.0000  0.0001
1.450  0.0001  0.0000  0.0000
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
