! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3630  8.189  7.709  7.700 13.002  1.001
 100.0 0.3788  9.007  7.322  7.214 11.170  1.015
 150.0 0.4018  9.918  6.756  6.612  9.422  1.022
 200.0 0.4302 10.855  6.212  6.084  7.930  1.021
 250.0 0.4523 11.866  5.784  5.611  6.907  1.031
 300.0 0.4735 12.885  5.435  5.172  6.014  1.051
 350.0 0.4984 14.018  5.192  4.839  5.508  1.073
 400.0 0.5148 14.804  4.877  4.522  4.876  1.079
 450.0 0.5314 15.912  4.714  4.272  4.433  1.103
 500.0 0.5502 16.684  4.486  4.078  4.019  1.100
