! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3682  8.349  7.859  7.674 14.254  1.024
 100.0 0.3900  9.383  7.627  7.218 12.054  1.057
 150.0 0.4193 10.571  7.201  6.703 10.136  1.074
 200.0 0.4520 11.746  6.722  6.133  8.594  1.096
 250.0 0.4834 12.990  6.332  5.683  7.417  1.114
 300.0 0.5055 14.206  5.992  5.350  6.573  1.120
 350.0 0.5325 15.300  5.667  4.935  5.870  1.148
 400.0 0.5451 16.089  5.301  4.656  5.167  1.138
 450.0 0.5662 17.206  5.097  4.423  4.751  1.152
 500.0 0.5913 18.168  4.885  4.186  4.326  1.167
