! t  x  y  z  px  py
 1.303e+05  9.056e+04 -3.701e+03  1.757e+04   2.966e+02  1.421e-14
 5.036e+04  3.794e+04  8.976e+03 -2.730e+03   3.045e+02  0.000e+00
 4.332e+00  7.780e+00 -4.339e+00 -1.386e+00   2.909e+02  0.000e+00
 3.921e+01  1.667e+01 -9.796e+00 -2.545e+01   2.988e+02  0.000e+00
 2.448e+01  5.621e+00 -6.376e+00 -6.358e-02   2.932e+02  0.000e+00
 8.421e+05  6.855e+05  1.364e+05  3.292e+05   2.931e+02  0.000e+00
 1.957e+14  1.671e+14  2.108e+13  5.202e+13   2.995e+02  0.000e+00
 1.130e+01  7.234e+00 -1.040e+00  1.914e+00   2.969e+02  0.000e+00
 3.821e+01  1.258e+01  6.043e+00  2.706e+01   2.995e+02  0.000e+00
 1.554e+14  1.138e+14 -3.607e+13  8.684e+12   3.096e+02  0.000e+00
 3.119e+05  2.351e+05  8.445e+04  6.486e+04   3.077e+02  2.842e-14
 2.315e+01  1.397e+00 -7.792e+00  6.725e+00   3.057e+02  0.000e+00
 1.274e+01  2.618e+00 -9.180e+00  2.345e-01   3.070e+02  0.000e+00
 1.481e+13  8.379e+12  4.204e+12  6.047e+12   3.074e+02  0.000e+00
 3.365e+01  1.913e+01 -2.228e+01 -5.582e+00   2.976e+02  0.000e+00
 3.801e+01  3.381e+01  1.965e+00  1.141e+01   3.054e+02  0.000e+00
 2.346e+01  9.770e+00 -5.676e-01 -1.643e+01   3.063e+02  0.000e+00
 6.085e+13  4.704e+13 -3.122e+12  3.037e+13   2.965e+02 -4.441e-16
 1.325e+06  1.120e+06  4.268e+05  2.303e+05   2.923e+02  0.000e+00
 1.316e+06  1.198e+06 -2.291e+03  1.689e+05   2.951e+02  0.000e+00
 1.509e+01  4.831e+00 -8.676e+00  3.227e+00   2.996e+02 -1.776e-15
 1.082e+03  7.870e+02 -3.493e+02 -1.340e+02   2.976e+02 -1.421e-14
 1.567e+06  1.276e+06 -4.565e+05  2.449e+05   3.067e+02  0.000e+00
 5.183e+10  2.112e+10  9.464e+09 -1.553e+10   3.023e+02 -1.421e-14
 4.396e+13  2.436e+13 -7.384e+12  1.223e+13   3.081e+02  0.000e+00
 8.095e+00  7.975e+00 -4.907e+00  2.062e+00   3.018e+02  1.421e-14
 2.671e+01  5.625e+00 -2.438e-01  1.142e+01   3.078e+02  0.000e+00
 4.279e+01  3.093e+01 -8.245e+00 -2.154e+01   2.981e+02  0.000e+00
 4.549e+12  3.279e+12 -2.271e+12  3.452e+11   2.916e+02  0.000e+00
 6.163e+01 -8.414e+00  1.012e+01 -4.779e+01   3.005e+02  0.000e+00
 7.573e+02  6.987e+02 -6.344e+01  5.517e+01   2.920e+02  0.000e+00
 2.921e+01  1.995e+01  6.146e+00  7.408e+00   2.958e+02  0.000e+00
 3.169e+13  9.818e+12  1.675e+13 -7.974e+12   3.095e+02  0.000e+00
 2.413e+01  1.524e+01  6.980e+00 -1.705e+01   2.912e+02  7.105e-15
 3.471e+01  2.784e+01 -1.839e+01  1.371e+00   2.965e+02  0.000e+00
 6.665e+02  1.455e+02 -3.647e+02  1.118e+02   3.022e+02  0.000e+00
 2.538e+01  1.152e+01  6.478e+00 -2.953e+00   2.960e+02  0.000e+00
 1.437e+01  9.498e+00  7.401e+00  1.337e+00   3.070e+02  0.000e+00
 2.982e+01  9.976e+00 -1.255e+01 -5.405e+00   3.017e+02  0.000e+00
 4.008e+01  3.041e+01 -2.000e+01  6.483e-01   3.056e+02  0.000e+00
 2.846e+01  1.102e+01 -3.564e+00 -1.872e+00   2.925e+02  1.421e-14
 2.566e+01  1.357e+01 -1.614e+00 -1.255e+01   3.030e+02  0.000e+00
 1.549e+01  7.269e+00 -1.438e+00 -8.069e+00   3.069e+02  0.000e+00
