# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.084, SIGMA_HAD=0.456798
# NSAMPLE=10000000, Tblast=80.907, UPERPblast(x,y)=(0.7391,0.7391)
# SOVERUD=0.6972, QUARK_ENTROPY_RATIO=0.2085, BARYON_FUDGE=0.7049
# ------- normalization=0.0128353 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0302  0.0002 -0.0205  0.0413  0.0094
0.150  0.0269  0.0002 -0.0190  0.0378  0.0081
0.250  0.0250  0.0002 -0.0174  0.0347  0.0077
0.350  0.0201  0.0002 -0.0154  0.0292  0.0063
0.450  0.0136  0.0001 -0.0132  0.0225  0.0043
0.550  0.0089  0.0001 -0.0115  0.0176  0.0028
0.650  0.0042  0.0001 -0.0096  0.0122  0.0017
0.750  0.0024  0.0000 -0.0072  0.0085  0.0012
0.850  0.0007  0.0000 -0.0058  0.0057  0.0008
0.950 -0.0006 -0.0000 -0.0043  0.0035  0.0003
1.050 -0.0011 -0.0000 -0.0029  0.0017  0.0001
1.150 -0.0009 -0.0000 -0.0016  0.0008  0.0000
1.250 -0.0007 -0.0000 -0.0011  0.0004  0.0000
1.350 -0.0004 -0.0000 -0.0005  0.0001  0.0000
1.450 -0.0002 -0.0000 -0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
