# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.271496 -----------------
#dely    BF    dB     BFVar
0.050  0.4640  0.0003  0.0060
0.150  0.4287  0.0002  0.0028
0.250  0.3846  0.0002  0.0037
0.350  0.3347  0.0002  0.0029
0.450  0.2797  0.0002  0.0015
0.550  0.2310  0.0002  0.0018
0.650  0.1808  0.0001  0.0017
0.750  0.1385  0.0001  0.0023
0.850  0.1012  0.0001  0.0022
0.950  0.0710  0.0001  0.0024
1.050  0.0463  0.0001  0.0007
1.150  0.0285  0.0000  0.0008
1.250  0.0158  0.0000  0.0005
1.350  0.0077  0.0000  0.0004
1.450  0.0028  0.0000  0.0003
1.550  0.0003  0.0000  0.0002
1.650 -0.0004 -0.0000  0.0003
1.750 -0.0001 -0.0000  0.0000
