# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.167812 -----------------
#dely    BF    dB     BFVar
0.050  0.2105  0.0001  0.0021
0.150  0.1967  0.0001  0.0014
0.250  0.1815  0.0001  0.0019
0.350  0.1686  0.0001  0.0021
0.450  0.1550  0.0001  0.0021
0.550  0.1395  0.0001  0.0016
0.650  0.1234  0.0001  0.0024
0.750  0.1083  0.0001  0.0013
0.850  0.0930  0.0001  0.0012
0.950  0.0776  0.0001  0.0009
1.050  0.0630  0.0001  0.0008
1.150  0.0503  0.0001  0.0009
1.250  0.0389  0.0000  0.0010
1.350  0.0292  0.0000  0.0007
1.450  0.0202  0.0000  0.0006
1.550  0.0131  0.0000  0.0010
1.650  0.0072  0.0000  0.0003
1.750  0.0022  0.0000  0.0002
