# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.2, SIGMA_HAD=0.60708
# NSAMPLE=10000000, Tblast=81.739, UPERPblast(x,y)=(0.7024,0.7024)
# SOVERUD=0.7115, QUARK_ENTROPY_RATIO=0.1917, BARYON_FUDGE=0.6913
# ------- normalization=0.0691932 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1031  0.0015  0.1458 -0.0426  0.0000
0.150  0.0951  0.0015  0.1365 -0.0414  0.0000
0.250  0.0863  0.0014  0.1212 -0.0349  0.0000
0.350  0.0875  0.0015  0.1167 -0.0292  0.0000
0.450  0.0742  0.0014  0.0996 -0.0254  0.0000
0.550  0.0673  0.0014  0.0856 -0.0182  0.0000
0.650  0.0531  0.0013  0.0673 -0.0142  0.0000
0.750  0.0441  0.0013  0.0530 -0.0089  0.0000
0.850  0.0325  0.0011  0.0396 -0.0070  0.0000
0.950  0.0198  0.0009  0.0242 -0.0044  0.0000
1.050  0.0150  0.0008  0.0173 -0.0023  0.0000
1.150  0.0090  0.0007  0.0097 -0.0008  0.0000
1.250  0.0026  0.0003  0.0030 -0.0004  0.0000
1.350  0.0016  0.0003  0.0018 -0.0002  0.0000
1.450  0.0007  0.0002  0.0007 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
