# SIGMA_QGP=1.1629, SIGMA_HAD=0.367476
# NSAMPLE=10000000, Tblast=78.8073, UPERPblast(x,y)=(0.7531,0.7531)
# SOVERUD=0.6641, QUARK_ENTROPY_RATIO=0.2062, BARYON_FUDGE=0.7593
# ------- normalization=0.228936 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3233  0.0002  0.0675  0.0806  0.1752
0.150  0.2996  0.0002  0.0619  0.0752  0.1626
0.250  0.2729  0.0002  0.0579  0.0678  0.1471
0.350  0.2464  0.0002  0.0533  0.0591  0.1340
0.450  0.2198  0.0002  0.0497  0.0510  0.1191
0.550  0.1916  0.0002  0.0448  0.0424  0.1044
0.650  0.1637  0.0002  0.0399  0.0348  0.0890
0.750  0.1379  0.0002  0.0353  0.0277  0.0750
0.850  0.1140  0.0002  0.0305  0.0214  0.0622
0.950  0.0913  0.0001  0.0262  0.0158  0.0493
1.050  0.0715  0.0001  0.0221  0.0118  0.0376
1.150  0.0545  0.0001  0.0186  0.0084  0.0275
1.250  0.0384  0.0001  0.0137  0.0055  0.0191
1.350  0.0278  0.0001  0.0114  0.0037  0.0128
1.450  0.0181  0.0001  0.0079  0.0022  0.0080
1.550  0.0113  0.0000  0.0055  0.0012  0.0046
1.650  0.0056  0.0000  0.0028  0.0006  0.0022
1.750  0.0017  0.0000  0.0010  0.0002  0.0005
