# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0246336 -----------------
#dely    BF    dB     BFVar
0.050 -0.0579 -0.0003  0.0039
0.150 -0.0510 -0.0003  0.0030
0.250 -0.0422 -0.0003  0.0024
0.350 -0.0307 -0.0002  0.0024
0.450 -0.0209 -0.0002  0.0016
0.550 -0.0133 -0.0001  0.0019
0.650 -0.0095 -0.0001  0.0007
0.750 -0.0073 -0.0001  0.0009
0.850 -0.0044 -0.0001  0.0008
0.950 -0.0040 -0.0001  0.0006
1.050 -0.0028 -0.0001  0.0007
1.150 -0.0013 -0.0000  0.0003
1.250 -0.0007 -0.0000  0.0002
1.350 -0.0004 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
