# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309444 -----------------
#dely    BF
0.050  0.5280  0.0007
0.150  0.4915  0.0006
0.250  0.4359  0.0006
0.350  0.3782  0.0005
0.450  0.3175  0.0005
0.550  0.2603  0.0004
0.650  0.2043  0.0004
0.750  0.1555  0.0003
0.850  0.1154  0.0002
0.950  0.0807  0.0002
1.050  0.0541  0.0001
1.150  0.0347  0.0001
1.250  0.0206  0.0001
1.350  0.0110  0.0000
1.450  0.0052  0.0000
1.550  0.0017  0.0000
1.650 -0.0001 -0.0000
1.750 -0.0000 -0.0000
