# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0282046 -----------------
#dely    BF
0.050  0.0274  0.0002
0.150  0.0064  0.0001
0.250 -0.0003 -0.0000
0.350  0.0054  0.0000
0.450 -0.0205 -0.0002
0.550 -0.0184 -0.0002
0.650 -0.0312 -0.0003
0.750 -0.0162 -0.0002
0.850 -0.0374 -0.0005
0.950 -0.0223 -0.0003
1.050 -0.0352 -0.0005
1.150 -0.0330 -0.0005
1.250 -0.0325 -0.0006
1.350 -0.0338 -0.0007
1.450 -0.0173 -0.0004
1.550 -0.0102 -0.0003
1.650 -0.0102 -0.0004
1.750 -0.0026 -0.0002
