# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.307473 -----------------
#dely    BF
0.050  0.4805  0.0005
0.150  0.4477  0.0005
0.250  0.4085  0.0004
0.350  0.3611  0.0004
0.450  0.3151  0.0004
0.550  0.2674  0.0004
0.650  0.2214  0.0003
0.750  0.1754  0.0003
0.850  0.1359  0.0003
0.950  0.0965  0.0002
1.050  0.0681  0.0002
1.150  0.0457  0.0001
1.250  0.0281  0.0001
1.350  0.0147  0.0001
1.450  0.0066  0.0000
1.550  0.0020  0.0000
1.650  0.0001  0.0000
1.750 -0.0000 -0.0000
