# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0263047 -----------------
#dely    BF    dB     BFVar
0.050 -0.0348 -0.0002  0.0022
0.150 -0.0353 -0.0002  0.0023
0.250 -0.0391 -0.0002  0.0021
0.350 -0.0362 -0.0002  0.0031
0.450 -0.0329 -0.0002  0.0015
0.550 -0.0302 -0.0002  0.0013
0.650 -0.0219 -0.0002  0.0011
0.750 -0.0155 -0.0002  0.0007
0.850 -0.0095 -0.0001  0.0007
0.950 -0.0047 -0.0001  0.0010
1.050 -0.0027 -0.0000  0.0005
1.150 -0.0007 -0.0000  0.0013
1.250 -0.0001 -0.0000  0.0005
1.350  0.0003  0.0000  0.0003
1.450  0.0002  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
