# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.148096 -----------------
#dely    BF    dB     BFVar
0.050  0.1216  0.0001  0.0025
0.150  0.1205  0.0001  0.0019
0.250  0.1209  0.0001  0.0028
0.350  0.1229  0.0001  0.0019
0.450  0.1259  0.0001  0.0025
0.550  0.1273  0.0001  0.0020
0.650  0.1228  0.0001  0.0032
0.750  0.1170  0.0001  0.0017
0.850  0.1090  0.0001  0.0014
0.950  0.0965  0.0001  0.0017
1.050  0.0829  0.0001  0.0014
1.150  0.0698  0.0001  0.0020
1.250  0.0536  0.0001  0.0022
1.350  0.0408  0.0001  0.0012
1.450  0.0276  0.0001  0.0010
1.550  0.0159  0.0000  0.0006
1.650  0.0054  0.0000  0.0005
1.750  0.0005  0.0000  0.0001
