# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.600032 -----------------
#dely    BF
0.050  1.0816  0.0067
0.150  1.0414  0.0067
0.250  0.9370  0.0063
0.350  0.7640  0.0054
0.450  0.6932  0.0053
0.550  0.5201  0.0043
0.650  0.4131  0.0037
0.750  0.2847  0.0028
0.850  0.1956  0.0021
0.950  0.1210  0.0015
1.050  0.0315  0.0004
1.150  0.0035  0.0001
1.250 -0.0187 -0.0003
1.350 -0.0132 -0.0003
1.450 -0.0217 -0.0005
1.550 -0.0127 -0.0004
1.650 -0.0156 -0.0006
1.750 -0.0045 -0.0003
