# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.1041  0.0110  0.0140 2000000
0.150   0.0875  0.0077  0.0089 2000000
0.250   0.0421  0.0018  0.0079 2000000
0.350   0.0209  0.0005  0.0053 2000000
0.450   0.0071  0.0001  0.0020 2000000
0.550   0.0064  0.0001  0.0032 2000000
0.650   0.0057  0.0000  0.0022 2000000
0.750   0.0055  0.0000  0.0014 2000000
0.850   0.0061  0.0001  0.0040 2000000
0.950   0.0017  0.0000  0.0015 2000000
1.050   0.0007  0.0000  0.0006 2000000
1.150   0.0018  0.0000  0.0013 2000000
1.250   0.0008  0.0000  0.0004 2000000
1.350   0.0001  0.0000  0.0001 2000000
1.450   0.0001  0.0000  0.0001 2000000
1.550   0.0000  0.0000  0.0000 2000000
1.650   0.0000  0.0000  0.0000 2000000
1.750   0.0000  0.0000  0.0000 2000000
0.050   0.1032  0.0108  0.0100 4000000
0.150   0.0805  0.0066  0.0097 4000000
0.250   0.0409  0.0017  0.0058 4000000
0.350   0.0223  0.0005  0.0041 4000000
0.450   0.0082  0.0001  0.0019 4000000
0.550   0.0076  0.0001  0.0026 4000000
0.650   0.0055  0.0000  0.0016 4000000
0.750   0.0067  0.0000  0.0017 4000000
0.850   0.0046  0.0000  0.0033 4000000
0.950   0.0020  0.0000  0.0011 4000000
1.050   0.0011  0.0000  0.0006 4000000
1.150   0.0017  0.0000  0.0010 4000000
1.250   0.0009  0.0000  0.0003 4000000
1.350   0.0002  0.0000  0.0001 4000000
1.450   0.0001  0.0000  0.0001 4000000
1.550   0.0000  0.0000  0.0000 4000000
1.650   0.0000  0.0000  0.0000 4000000
1.750   0.0000  0.0000  0.0000 4000000
0.050   0.1025  0.0106  0.0083 6000000
0.150   0.0762  0.0059  0.0100 6000000
0.250   0.0409  0.0017  0.0048 6000000
0.350   0.0228  0.0005  0.0034 6000000
0.450   0.0087  0.0001  0.0017 6000000
0.550   0.0081  0.0001  0.0022 6000000
0.650   0.0060  0.0000  0.0015 6000000
0.750   0.0068  0.0000  0.0014 6000000
0.850   0.0044  0.0000  0.0027 6000000
0.950   0.0021  0.0000  0.0009 6000000
1.050   0.0013  0.0000  0.0006 6000000
1.150   0.0016  0.0000  0.0008 6000000
1.250   0.0009  0.0000  0.0002 6000000
1.350   0.0002  0.0000  0.0001 6000000
1.450   0.0001  0.0000  0.0000 6000000
1.550   0.0000  0.0000  0.0000 6000000
1.650   0.0000  0.0000  0.0000 6000000
1.750   0.0000  0.0000  0.0000 6000000
0.050   0.1027  0.0106  0.0072 8000000
0.150   0.0729  0.0054  0.0104 8000000
0.250   0.0404  0.0016  0.0043 8000000
0.350   0.0229  0.0005  0.0030 8000000
0.450   0.0089  0.0001  0.0016 8000000
0.550   0.0083  0.0001  0.0020 8000000
0.650   0.0064  0.0000  0.0014 8000000
0.750   0.0067  0.0000  0.0012 8000000
0.850   0.0043  0.0000  0.0023 8000000
0.950   0.0022  0.0000  0.0008 8000000
1.050   0.0014  0.0000  0.0005 8000000
1.150   0.0015  0.0000  0.0007 8000000
1.250   0.0009  0.0000  0.0002 8000000
1.350   0.0002  0.0000  0.0001 8000000
1.450   0.0001  0.0000  0.0000 8000000
1.550   0.0000  0.0000  0.0000 8000000
1.650   0.0000  0.0000  0.0000 8000000
1.750   0.0000  0.0000  0.0000 8000000
0.050   0.1027  0.0106  0.0064 10000000
0.150   0.0712  0.0052  0.0099 10000000
0.250   0.0398  0.0016  0.0040 10000000
0.350   0.0229  0.0005  0.0027 10000000
0.450   0.0093  0.0001  0.0017 10000000
0.550   0.0086  0.0001  0.0018 10000000
0.650   0.0065  0.0000  0.0013 10000000
0.750   0.0066  0.0000  0.0011 10000000
0.850   0.0042  0.0000  0.0021 10000000
0.950   0.0023  0.0000  0.0008 10000000
1.050   0.0015  0.0000  0.0005 10000000
1.150   0.0015  0.0000  0.0006 10000000
1.250   0.0008  0.0000  0.0002 10000000
1.350   0.0002  0.0000  0.0001 10000000
1.450   0.0001  0.0000  0.0000 10000000
1.550   0.0000  0.0000  0.0000 10000000
1.650   0.0000  0.0000  0.0000 10000000
1.750   0.0000  0.0000  0.0000 10000000
0.050   0.1030  0.0106  0.0059 12000000
0.150   0.0699  0.0050  0.0095 12000000
0.250   0.0392  0.0016  0.0039 12000000
0.350   0.0229  0.0005  0.0024 12000000
0.450   0.0099  0.0001  0.0019 12000000
0.550   0.0088  0.0001  0.0017 12000000
0.650   0.0065  0.0000  0.0012 12000000
0.750   0.0064  0.0000  0.0010 12000000
0.850   0.0042  0.0000  0.0019 12000000
0.950   0.0024  0.0000  0.0008 12000000
1.050   0.0015  0.0000  0.0005 12000000
1.150   0.0014  0.0000  0.0006 12000000
1.250   0.0008  0.0000  0.0002 12000000
1.350   0.0003  0.0000  0.0001 12000000
1.450   0.0001  0.0000  0.0000 12000000
1.550   0.0000  0.0000  0.0000 12000000
1.650   0.0000  0.0000  0.0000 12000000
1.750   0.0000  0.0000  0.0000 12000000
0.050   0.1032  0.0107  0.0055 14000000
0.150   0.0689  0.0048  0.0091 14000000
0.250   0.0388  0.0015  0.0037 14000000
0.350   0.0229  0.0005  0.0023 14000000
0.450   0.0102  0.0001  0.0019 14000000
0.550   0.0089  0.0001  0.0016 14000000
0.650   0.0066  0.0000  0.0011 14000000
0.750   0.0064  0.0000  0.0010 14000000
0.850   0.0041  0.0000  0.0018 14000000
0.950   0.0025  0.0000  0.0007 14000000
1.050   0.0015  0.0000  0.0004 14000000
1.150   0.0014  0.0000  0.0005 14000000
1.250   0.0008  0.0000  0.0002 14000000
1.350   0.0003  0.0000  0.0001 14000000
1.450   0.0001  0.0000  0.0000 14000000
1.550   0.0000  0.0000  0.0000 14000000
1.650   0.0000  0.0000  0.0000 14000000
1.750   0.0000  0.0000  0.0000 14000000
0.050   0.1035  0.0107  0.0052 16000000
0.150   0.0683  0.0047  0.0087 16000000
0.250   0.0384  0.0015  0.0036 16000000
0.350   0.0228  0.0005  0.0021 16000000
0.450   0.0104  0.0001  0.0019 16000000
0.550   0.0089  0.0001  0.0015 16000000
0.650   0.0067  0.0000  0.0011 16000000
0.750   0.0063  0.0000  0.0009 16000000
0.850   0.0040  0.0000  0.0017 16000000
0.950   0.0026  0.0000  0.0007 16000000
1.050   0.0015  0.0000  0.0004 16000000
1.150   0.0014  0.0000  0.0005 16000000
1.250   0.0007  0.0000  0.0002 16000000
1.350   0.0003  0.0000  0.0001 16000000
1.450   0.0001  0.0000  0.0000 16000000
1.550   0.0000  0.0000  0.0000 16000000
1.650   0.0000  0.0000  0.0000 16000000
1.750   0.0000  0.0000  0.0000 16000000
0.050   0.1035  0.0107  0.0049 18000000
0.150   0.0679  0.0047  0.0083 18000000
0.250   0.0381  0.0015  0.0035 18000000
0.350   0.0227  0.0005  0.0021 18000000
0.450   0.0106  0.0001  0.0019 18000000
0.550   0.0090  0.0001  0.0015 18000000
0.650   0.0067  0.0000  0.0010 18000000
0.750   0.0063  0.0000  0.0009 18000000
0.850   0.0040  0.0000  0.0016 18000000
0.950   0.0026  0.0000  0.0007 18000000
