-0.553915 0.359451 -0.363873 0.477325 0.297252 -0.323916 -0.0855498 -0.00906524 0.0403481 -0.00970158 -0.0108304 -0.0186851 -0.0283278 -0.00636846 -0.00132293 0.00401077 0 
-0.496779 0.222018 -0.11184 -0.135326 -0.745327 0.279232 0.176736 -0.00492045 -0.0869381 0.00876222 -0.0116432 -0.00287107 0.02092 -0.00527449 0.00881916 -0.00565282 0 
-0.423492 0.0466581 0.116516 -0.412796 0.56827 0.544163 0.0809984 0.00405919 0.0669197 -0.054305 0.0187878 -0.00510999 0.0225427 0.0176795 -0.0158473 0.00144833 0 
-0.341891 -0.13128 0.32605 -0.374938 -0.0903801 -0.398213 -0.661513 0.0268683 -0.0712629 0.0781632 0.0251493 0.0172783 -0.0373743 -0.0196031 0.00511901 -0.00017298 0 
-0.266325 -0.263633 0.354187 -0.0290443 -0.00535495 -0.409344 0.60011 0.164283 0.39257 0.0761825 -0.023473 0.117049 0.0348707 0.0560745 0.00607873 -0.000701272 0 
-0.200915 -0.355839 0.260053 0.309615 0.0816309 0.0365508 0.172728 -0.110572 -0.77756 0.0198665 0.0436467 0.0170674 0.105517 -0.0278435 0.0190371 -0.000186939 0 
-0.146157 -0.399089 0.0743709 0.288203 -0.098768 0.190421 -0.159741 -0.660986 0.393631 -0.174892 0.0215474 -0.142307 -0.116723 0.00164432 -0.04963 0.00101134 0 
-0.100494 -0.38849 -0.116142 0.179227 -0.0634251 0.149229 -0.149217 0.65022 0.0777256 -0.49629 -0.0594396 -0.203514 -0.122658 -0.0972699 0.0143189 0.00370465 0 
-0.0674668 -0.347314 -0.26253 0.0650919 0.0131618 0.162124 -0.091526 0.14941 0.0669079 0.74526 -0.40939 -0.101093 -0.0549774 0.0555459 0.0245668 0.00917608 0 
-0.0437601 -0.293467 -0.353176 -0.0379468 -0.00999481 0.0354527 -0.0463676 0.0715837 0.0777604 0.188143 0.772727 0.304148 0.197935 -0.0711 0.0398258 -0.0167342 0 
-0.0260307 -0.225404 -0.371405 -0.207239 0.0211706 -0.10143 0.0235368 -0.153682 -0.100748 -0.295091 -0.403976 0.676855 -0.0644643 0.0850769 -0.0521427 -0.00686046 0 
-0.0142073 -0.158988 -0.327033 -0.279648 0.0257475 -0.220789 0.0888379 -0.145178 -0.0502184 -0.161455 -0.111099 -0.488767 0.644986 0.118307 -0.0336737 -0.00485386 0 
-0.00674163 -0.098883 -0.238794 -0.244612 0.0334215 -0.167392 0.177365 -0.086751 -0.17968 -0.0261303 0.216236 -0.309895 -0.648577 0.445132 0.102262 0.0136044 0 
-0.00229573 -0.0527818 -0.152814 -0.190056 0.0340801 -0.133015 0.159166 -0.0942695 -0.0777109 0.0456127 0.00751675 -0.159835 -0.262585 -0.75482 -0.458469 0.0451591 0 
-0.000555477 -0.0193261 -0.0646787 -0.0905231 0.0291617 -0.051789 0.0612605 -0.108125 0.00445126 -0.030167 -0.0720522 -0.0442705 -0.0565973 -0.434127 0.875756 -0.0396555 0 
-7.62042e-05 -0.000235422 -0.00131797 -0.00124773 0.00676738 -0.00457326 0.00424603 0.00242625 -0.0045739 0.00716111 -0.00739913 -0.01906 -0.0258073 -0.0106566 -0.0541617 -0.997849 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
