0.1 2 
-0.307974 5.82446 
-1 1 
0.1 2 
-0.231906 6.64422 
-1 1 
0.1 2 
-0.300414 6.56383 
-1 1 
0.1 2 
-0.293685 6.39084 
-1 1 
