# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0678376 -----------------
#dely    BF
0.050 -0.0885 -0.0001
0.150 -0.0840 -0.0001
0.250 -0.0770 -0.0001
0.350 -0.0659 -0.0001
0.450 -0.0604 -0.0001
0.550 -0.0524 -0.0001
0.650 -0.0438 -0.0001
0.750 -0.0427 -0.0001
0.850 -0.0368 -0.0001
0.950 -0.0330 -0.0001
1.050 -0.0273 -0.0001
1.150 -0.0227 -0.0001
1.250 -0.0175 -0.0001
1.350 -0.0129 -0.0000
1.450 -0.0079 -0.0000
1.550 -0.0041 -0.0000
1.650 -0.0013 -0.0000
1.750 -0.0001 -0.0000
