# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0193236 -----------------
#dely    BF    dB     BFVar
0.050 -0.0947 -0.0004  0.0057
0.150 -0.0712 -0.0003  0.0056
0.250 -0.0464 -0.0002  0.0042
0.350 -0.0214 -0.0001  0.0037
0.450 -0.0030 -0.0000  0.0034
0.550  0.0040  0.0000  0.0024
0.650  0.0075  0.0001  0.0018
0.750  0.0089  0.0001  0.0009
0.850  0.0081  0.0001  0.0007
0.950  0.0060  0.0001  0.0006
1.050  0.0041  0.0001  0.0005
1.150  0.0025  0.0001  0.0003
1.250  0.0016  0.0001  0.0002
1.350  0.0006  0.0000  0.0001
1.450  0.0002  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
