'uu_width','ud_width','us_width','ss_width'
0.462286, 0.554725, 0.821078, 0.959258
0.384189, 0.466738, 0.852565, 0.970714
0.445372, 0.469532, 0.785945, 1.05598
0.487315, 0.518751, 0.793291, 1.01031
0.55648, 0.464399, 0.855144, 1.02631
0.5044, 0.360012, 0.793956, 0.984209
0.565245, 0.32537, 0.821518, 1.11782
0.567, 0.332338, 0.897412, 1.11981
0.580263, 0.368383, 0.870933, 1.12979
0.594239, 0.409366, 0.83464, 1.12132
0.558044, 0.364126, 0.827711, 1.11138
0.5716, 0.325488, 0.910408, 1.10536
0.465488, 0.33745, 0.883413, 1.17558
0.57654, 0.350342, 0.853901, 1.20498
0.579419, 0.44411, 0.868751, 1.12946
0.537159, 0.372692, 0.817937, 1.16971
0.542546, 0.37474, 0.89488, 1.16308
0.648334, 0.404762, 0.934221, 1.09338
0.719283, 0.457251, 0.939534, 1.05312
0.656971, 0.465587, 0.905886, 1.07035
0.565517, 0.42511, 0.885838, 1.16897
0.492124, 0.352148, 0.863986, 1.14875
0.522804, 0.483489, 0.813994, 1.02783
0.491063, 0.447675, 0.77377, 1.0792
0.473427, 0.424644, 0.810376, 1.04268
0.572601, 0.393003, 0.834186, 0.963634
0.453044, 0.472645, 0.815425, 1.16524
0.498292, 0.492347, 0.8326, 1.01476
0.642238, 0.538624, 0.882988, 1.01157
0.634254, 0.389386, 0.869832, 1.07917
0.631451, 0.325384, 0.839527, 1.17617
0.584012, 0.324068, 0.900918, 1.14942
0.51488, 0.360668, 0.887745, 1.20852
0.503316, 0.363681, 0.838873, 1.10676
0.495893, 0.338392, 0.878649, 1.08063
0.499576, 0.473582, 0.845796, 1.14869
0.461113, 0.49197, 0.7958, 1.16952
0.457547, 0.424234, 0.782877, 1.10529
0.459513, 0.513335, 0.785124, 1.14506
0.436832, 0.619768, 0.798699, 1.07412
0.583079, 0.693102, 0.903837, 1.10012
0.642956, 0.762135, 0.934214, 1.10772
0.625135, 0.77751, 0.95254, 1.13158
0.613207, 0.74436, 0.92552, 1.15719
0.625845, 0.764572, 0.969493, 1.15163
0.640555, 0.650364, 0.890075, 1.13693
0.615033, 0.614064, 0.886967, 1.05942
0.580682, 0.600752, 0.8658, 0.981943
0.544698, 0.575509, 0.82351, 1.0147
0.48571, 0.549873, 0.824582, 1.02361
0.557634, 0.558692, 0.843787, 0.888818
0.603134, 0.568486, 0.879344, 0.966991
0.603134, 0.568486, 0.879344, 0.966991
0.59223, 0.555519, 0.894594, 0.987144
0.666389, 0.52161, 0.881058, 0.993505
0.602944, 0.554391, 0.870008, 0.966569
0.596984, 0.656828, 0.892934, 0.981704
0.596984, 0.656828, 0.892934, 0.981704
0.530245, 0.548334, 0.836298, 1.11837
0.431402, 0.540895, 0.780976, 1.09514
0.431836, 0.562744, 0.795561, 1.03368
0.431836, 0.562744, 0.795561, 1.03368
0.374082, 0.527541, 0.815148, 1.02866
0.398533, 0.510137, 0.801927, 1.02167
0.391687, 0.527112, 0.765585, 1.06914
0.435513, 0.649499, 0.776234, 1.08321
0.402443, 0.530577, 0.832828, 1.14615
0.513008, 0.427084, 0.752843, 1.12006
0.449136, 0.47485, 0.815136, 1.15375
0.414671, 0.501833, 0.805788, 1.10261
0.4212, 0.382653, 0.797471, 1.1955
0.4212, 0.382653, 0.797471, 1.1955
0.483296, 0.4086, 0.818221, 1.09919
0.483296, 0.4086, 0.818221, 1.09919
0.459047, 0.494533, 0.775207, 1.12007
0.382284, 0.509154, 0.759164, 1.15498
0.434585, 0.444699, 0.776356, 1.1639
0.465331, 0.412346, 0.782729, 1.13316
0.453138, 0.444603, 0.785891, 1.09703
0.410377, 0.422101, 0.764769, 1.08013
0.413155, 0.480739, 0.7685, 0.997981
0.370512, 0.458892, 0.843868, 1.01505
0.352001, 0.481382, 0.802698, 1.09223
0.442069, 0.508024, 0.749414, 1.03461
0.438668, 0.468593, 0.748182, 0.973328
0.362045, 0.51852, 0.777096, 0.971578
0.503484, 0.485824, 0.804775, 1.02476
0.461038, 0.475486, 0.754297, 1.01911
0.529075, 0.510087, 0.786262, 1.11491
0.487025, 0.549941, 0.795437, 1.09969
0.465715, 0.547973, 0.861176, 1.02726
0.485953, 0.445737, 0.833751, 1.00905
0.485953, 0.445737, 0.833751, 1.00905
0.495209, 0.473303, 0.796822, 0.993246
0.495209, 0.473303, 0.796822, 0.993246
0.498547, 0.445988, 0.798413, 0.995205
0.55225, 0.415419, 0.828004, 1.02421
0.587276, 0.453701, 0.899956, 1.04283
0.505674, 0.331889, 0.824952, 1.07498
0.506909, 0.423047, 0.844231, 1.04728
0.506909, 0.423047, 0.844231, 1.04728
0.545398, 0.375822, 0.833776, 1.0514
0.524348, 0.435912, 0.826776, 1.10174
0.488945, 0.502055, 0.759422, 1.06408
0.406535, 0.593815, 0.803799, 0.988575
0.505295, 0.564117, 0.800325, 0.916544
0.430633, 0.52516, 0.839829, 0.950646
0.409086, 0.474362, 0.83264, 1.06753
0.467056, 0.585255, 0.82945, 1.06504
0.476674, 0.599541, 0.786697, 1.07897
0.347319, 0.559139, 0.802156, 1.10115
0.40816, 0.627245, 0.82078, 1.03882
0.372435, 0.574754, 0.809107, 0.996493
0.393904, 0.485909, 0.845771, 1.02549
0.398036, 0.53484, 0.810406, 0.988961
0.529304, 0.52662, 0.819532, 1.09636
0.474077, 0.504565, 0.814923, 1.02144
0.523456, 0.557359, 0.805081, 1.01351
0.441344, 0.620409, 0.852408, 0.95856
0.473165, 0.585767, 0.843577, 0.895611
0.463731, 0.534825, 0.814378, 0.910738
0.432684, 0.591872, 0.866624, 0.942541
0.525183, 0.654484, 0.877948, 1.00874
0.474257, 0.595272, 0.905386, 1.02141
0.490916, 0.55542, 0.789017, 1.07971
0.495665, 0.610093, 0.797654, 1.04396
0.476866, 0.604989, 0.8177, 1.05502
0.48337, 0.536192, 0.831835, 1.00698
0.497773, 0.500264, 0.798305, 1.02179
0.497773, 0.500264, 0.798305, 1.02179
0.477758, 0.531151, 0.794018, 1.00809
0.467531, 0.52172, 0.812115, 0.998253
0.408702, 0.510121, 0.776351, 1.02984
0.42085, 0.513935, 0.822207, 1.05458
0.492067, 0.409578, 0.819626, 1.06326
0.54552, 0.399499, 0.850442, 1.0583
0.472332, 0.427764, 0.755485, 1.04268
0.495709, 0.478645, 0.829684, 1.02279
0.514686, 0.390243, 0.830987, 1.0433
0.514686, 0.390243, 0.830987, 1.0433
0.514686, 0.390243, 0.830987, 1.0433
0.575619, 0.368576, 0.835301, 1.02757
0.597986, 0.365577, 0.869951, 1.08507
0.567753, 0.368541, 0.818565, 1.06679
0.468955, 0.486881, 0.815173, 1.02429
0.397399, 0.47481, 0.769894, 0.977651
0.467053, 0.380972, 0.834323, 1.02741
0.517451, 0.516142, 0.85606, 0.992242
0.622224, 0.404236, 0.863828, 1.01877
0.696815, 0.364124, 0.882323, 1.04072
0.638589, 0.338896, 0.928352, 1.10648
0.662091, 0.424631, 0.897253, 1.13229
0.679692, 0.457396, 0.891511, 1.13289
0.712437, 0.547726, 0.897393, 1.12461
0.670384, 0.524485, 0.857704, 1.1462
0.668853, 0.366621, 0.872334, 1.05673
0.674612, 0.328607, 0.969015, 1.1349
0.647297, 0.330118, 0.861913, 1.08482
0.551185, 0.461128, 0.825284, 1.08608
0.494307, 0.452208, 0.870884, 1.06129
0.568469, 0.450051, 0.83608, 0.971855
0.480796, 0.401081, 0.817413, 0.974352
0.555242, 0.417306, 0.78608, 1.0471
0.500391, 0.494298, 0.795302, 1.06742
0.466459, 0.484267, 0.784419, 1.0032
0.444621, 0.514207, 0.820625, 1.06647
0.550549, 0.500731, 0.812031, 1.06348
0.48033, 0.439447, 0.847636, 1.07609
0.47087, 0.488342, 0.839077, 1.25145
0.452669, 0.511905, 0.808767, 1.24317
0.455705, 0.452241, 0.87996, 1.23334
0.477672, 0.430116, 0.885339, 1.1333
0.527505, 0.381459, 0.860049, 1.08777
