# ICODE=321, JCODE=-321
# SIGMA_QGP=1.1629, SIGMA_HAD=0.367476
# NSAMPLE=10000000, Tblast=78.8073, UPERPblast(x,y)=(0.7531,0.7531)
# SOVERUD=0.6641, QUARK_ENTROPY_RATIO=0.2062, BARYON_FUDGE=0.7593
# ------- normalization=0.0576171 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0876  0.0004  0.0755  0.0063  0.0058
0.150  0.0841  0.0004  0.0722  0.0061  0.0057
0.250  0.0744  0.0004  0.0643  0.0052  0.0049
0.350  0.0678  0.0004  0.0593  0.0042  0.0044
0.450  0.0589  0.0004  0.0519  0.0033  0.0037
0.550  0.0493  0.0004  0.0441  0.0023  0.0029
0.650  0.0420  0.0004  0.0380  0.0016  0.0024
0.750  0.0346  0.0003  0.0315  0.0010  0.0021
0.850  0.0263  0.0003  0.0240  0.0007  0.0016
0.950  0.0196  0.0003  0.0181  0.0004  0.0011
1.050  0.0138  0.0002  0.0129  0.0002  0.0007
1.150  0.0092  0.0002  0.0087  0.0001  0.0004
1.250  0.0052  0.0002  0.0050  0.0000  0.0002
1.350  0.0023  0.0001  0.0022  0.0000  0.0001
1.450  0.0010  0.0001  0.0010  0.0000  0.0000
1.550  0.0002  0.0000  0.0002  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
