# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0686393 -----------------
#dely    BF
0.050  0.0005  0.0001
0.150 -0.3444 -0.0753
0.250 -0.5763 -0.1021
0.350  0.0080  0.0014
0.450  0.0083  0.0017
0.550  0.0034  0.0008
0.650 -0.1296 -0.0360
0.750  0.0415  0.0157
0.850  0.0595  0.0225
0.950  0.0270  0.0102
1.050  0.0157  0.0111
1.150  0.0000  0.0000
1.250  0.1901  0.1901
1.350  0.0099  0.0099
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
