'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.595923,1.48635,1.93196,1.81404
0.629152,1.48935,1.93098,1.84348
0.635178,1.54054,1.96621,1.82164
0.624511,1.57435,1.98135,1.9125
0.676075,1.62464,1.97026,1.98435
0.676075,1.62464,1.97026,1.98435
0.668775,1.60879,1.97608,1.98342
0.670843,1.5598,1.98166,1.95182
0.660847,1.56842,1.97745,1.86203
0.601563,1.55143,1.93239,1.82829
0.635439,1.54469,1.94096,1.7918
0.626002,1.47407,1.93096,1.80382
0.621085,1.47608,1.94191,1.77866
0.589435,1.43165,1.91681,1.7093
0.597749,1.45638,1.97997,1.78069
0.597749,1.45638,1.97997,1.78069
0.614528,1.45782,1.95038,1.78381
0.578307,1.42445,1.96137,1.79453
0.614805,1.3822,1.98253,1.792
0.595904,1.41154,1.98572,1.79009
0.595904,1.41154,1.98572,1.79009
0.561708,1.39482,1.99714,1.76736
0.561708,1.39482,1.99714,1.76736
0.575302,1.37757,1.98636,1.75854
0.580826,1.35428,1.98568,1.80157
0.627245,1.34574,1.89933,1.7693
0.627427,1.31442,1.8763,1.78089
0.607748,1.35139,1.84524,1.78323
0.609367,1.35862,1.94561,1.91448
0.630741,1.36494,1.9518,1.92535
0.648542,1.40949,1.8577,1.9804
0.676264,1.41339,1.83671,1.99312
0.677864,1.46645,1.8895,1.9707
0.663275,1.45446,1.85675,1.97204
0.666364,1.46827,1.83539,1.96957
0.656382,1.49944,1.83455,1.99496
0.706924,1.51917,1.81683,1.97689
0.729932,1.53619,1.81971,1.97899
0.729932,1.53619,1.81971,1.97899
0.673151,1.53608,1.83402,1.9573
0.7293,1.52017,1.72558,1.99873
0.785972,1.48243,1.61821,1.99318
0.785972,1.48243,1.61821,1.99318
0.726916,1.44013,1.67714,1.91629
0.716781,1.42057,1.62675,1.91893
0.756809,1.43867,1.60281,1.91569
0.751719,1.4773,1.60367,1.88119
0.757416,1.50477,1.61947,1.88293
0.730418,1.53862,1.6667,1.86587
0.739148,1.56671,1.6461,1.8388
0.737809,1.51336,1.65134,1.80086
0.706594,1.53032,1.65694,1.76177
0.735108,1.53485,1.65495,1.7832
0.756593,1.56648,1.59488,1.77702
0.761907,1.62777,1.61513,1.75295
0.793603,1.62401,1.58597,1.78748
0.798018,1.62728,1.60346,1.79542
0.771846,1.64674,1.5806,1.75113
0.850997,1.70333,1.61805,1.8049
0.82365,1.65992,1.60427,1.85399
0.833418,1.69026,1.61517,1.87946
0.790187,1.66956,1.61195,1.86883
0.7916,1.67904,1.62547,1.85729
0.805582,1.68833,1.63913,1.92355
0.801352,1.66447,1.63657,1.94376
0.836052,1.70779,1.58956,1.96132
0.836052,1.70779,1.58956,1.96132
0.814065,1.6904,1.62409,1.95476
0.754986,1.75485,1.68955,1.95677
0.778079,1.70414,1.70113,1.99389
0.740193,1.7202,1.75299,1.93981
0.731666,1.69661,1.73724,1.96812
0.731607,1.69768,1.76176,1.93717
