# ICODE=211, JCODE=-211
# SIGMA_QGP=1.1439, SIGMA_HAD=0.566917
# NSAMPLE=10000000, Tblast=78.2451, UPERPblast(x,y)=(0.7535,0.7535)
# SOVERUD=0.7847, QUARK_ENTROPY_RATIO=0.1831, BARYON_FUDGE=0.6756
# ------- normalization=0.214022 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3060  0.0003  0.0541  0.0795  0.1723
0.150  0.2868  0.0003  0.0511  0.0741  0.1615
0.250  0.2624  0.0003  0.0469  0.0676  0.1479
0.350  0.2373  0.0003  0.0426  0.0593  0.1354
0.450  0.2129  0.0002  0.0385  0.0516  0.1228
0.550  0.1850  0.0002  0.0343  0.0438  0.1069
0.650  0.1576  0.0002  0.0304  0.0359  0.0913
0.750  0.1307  0.0002  0.0262  0.0290  0.0754
0.850  0.1055  0.0002  0.0222  0.0228  0.0605
0.950  0.0826  0.0002  0.0184  0.0172  0.0470
1.050  0.0612  0.0001  0.0150  0.0128  0.0334
1.150  0.0445  0.0001  0.0122  0.0090  0.0234
1.250  0.0304  0.0001  0.0093  0.0061  0.0150
1.350  0.0195  0.0001  0.0064  0.0038  0.0092
1.450  0.0111  0.0001  0.0041  0.0021  0.0050
1.550  0.0052  0.0000  0.0021  0.0010  0.0021
1.650  0.0012  0.0000  0.0006  0.0003  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
