# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.1439, SIGMA_HAD=0.566917
# NSAMPLE=10000000, Tblast=78.2451, UPERPblast(x,y)=(0.7535,0.7535)
# SOVERUD=0.7847, QUARK_ENTROPY_RATIO=0.1831, BARYON_FUDGE=0.6756
# ------- normalization=0.0124696 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0290  0.0003 -0.0199  0.0396  0.0093
0.150  0.0248  0.0002 -0.0190  0.0361  0.0077
0.250  0.0234  0.0002 -0.0172  0.0336  0.0069
0.350  0.0183  0.0002 -0.0154  0.0276  0.0061
0.450  0.0140  0.0002 -0.0135  0.0230  0.0045
0.550  0.0089  0.0001 -0.0118  0.0178  0.0029
0.650  0.0045  0.0001 -0.0104  0.0134  0.0015
0.750  0.0025  0.0000 -0.0080  0.0095  0.0010
0.850  0.0012  0.0000 -0.0060  0.0065  0.0007
0.950 -0.0001 -0.0000 -0.0044  0.0040  0.0003
1.050 -0.0008 -0.0000 -0.0033  0.0023  0.0001
1.150 -0.0004 -0.0000 -0.0016  0.0012  0.0000
1.250 -0.0004 -0.0000 -0.0008  0.0004  0.0000
1.350 -0.0002 -0.0000 -0.0003  0.0002  0.0000
1.450 -0.0000 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
