# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.104999 -----------------
#dely    BF
0.050 -0.1565 -0.0002
0.150 -0.1462 -0.0002
0.250 -0.1343 -0.0002
0.350 -0.1167 -0.0002
0.450 -0.0989 -0.0001
0.550 -0.0826 -0.0001
0.650 -0.0701 -0.0001
0.750 -0.0567 -0.0001
0.850 -0.0486 -0.0001
0.950 -0.0413 -0.0001
1.050 -0.0324 -0.0001
1.150 -0.0244 -0.0001
1.250 -0.0180 -0.0001
1.350 -0.0121 -0.0000
1.450 -0.0068 -0.0000
1.550 -0.0034 -0.0000
1.650 -0.0010 -0.0000
1.750 -0.0000 -0.0000
