# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.279551 -----------------
#dely    BF
0.050  0.4338  0.0029
0.150  0.3646  0.0026
0.250  0.3460  0.0025
0.350  0.3270  0.0025
0.450  0.2568  0.0021
0.550  0.2356  0.0020
0.650  0.1899  0.0017
0.750  0.1463  0.0014
0.850  0.1347  0.0014
0.950  0.0963  0.0011
1.050  0.0813  0.0010
1.150  0.0832  0.0012
1.250  0.0435  0.0007
1.350  0.0332  0.0006
1.450  0.0169  0.0004
1.550  0.0062  0.0002
1.650 -0.0003 -0.0000
1.750  0.0005  0.0000
