# SIGMA_QGP=1.0686, SIGMA_HAD=0.58773
# NSAMPLE=10000000, Tblast=77.9643, UPERPblast(x,y)=(0.7659,0.7659)
# SOVERUD=0.6711, QUARK_ENTROPY_RATIO=0.2358, BARYON_FUDGE=0.7434
# ------- normalization=0.224125 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3066  0.0002  0.0810  0.0507  0.1750
0.150  0.2868  0.0002  0.0778  0.0468  0.1623
0.250  0.2627  0.0002  0.0721  0.0428  0.1479
0.350  0.2379  0.0002  0.0658  0.0379  0.1342
0.450  0.2133  0.0002  0.0598  0.0344  0.1192
0.550  0.1871  0.0002  0.0529  0.0293  0.1049
0.650  0.1621  0.0002  0.0478  0.0256  0.0887
0.750  0.1384  0.0002  0.0422  0.0207  0.0755
0.850  0.1163  0.0002  0.0372  0.0168  0.0623
0.950  0.0930  0.0001  0.0308  0.0134  0.0488
1.050  0.0730  0.0001  0.0253  0.0103  0.0373
1.150  0.0556  0.0001  0.0210  0.0078  0.0269
1.250  0.0408  0.0001  0.0158  0.0056  0.0194
1.350  0.0284  0.0001  0.0120  0.0038  0.0126
1.450  0.0198  0.0001  0.0095  0.0024  0.0079
1.550  0.0118  0.0000  0.0059  0.0014  0.0044
1.650  0.0056  0.0000  0.0029  0.0007  0.0020
1.750  0.0019  0.0000  0.0011  0.0002  0.0006
