# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.288626 -----------------
#dely    BF
0.050  0.4451  0.0026
0.150  0.4097  0.0025
0.250  0.3723  0.0024
0.350  0.3376  0.0023
0.450  0.2983  0.0022
0.550  0.2578  0.0020
0.650  0.2001  0.0017
0.750  0.1610  0.0015
0.850  0.1152  0.0012
0.950  0.0989  0.0012
1.050  0.0660  0.0009
1.150  0.0445  0.0007
1.250  0.0358  0.0006
1.350  0.0258  0.0006
1.450  0.0100  0.0003
1.550  0.0073  0.0002
1.650  0.0012  0.0001
1.750 -0.0002 -0.0000
