# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.108286 -----------------
#dely    BF    dB     BFVar
0.050  0.2305  0.0023  0.0108
0.150  0.1986  0.0020  0.0080
0.250  0.1588  0.0017  0.0069
0.350  0.1254  0.0015  0.0065
0.450  0.1019  0.0013  0.0078
0.550  0.0789  0.0012  0.0104
0.650  0.0613  0.0010  0.0050
0.750  0.0463  0.0009  0.0028
0.850  0.0308  0.0007  0.0020
0.950  0.0222  0.0006  0.0035
1.050  0.0142  0.0005  0.0019
1.150  0.0078  0.0004  0.0009
1.250  0.0046  0.0003  0.0009
1.350  0.0013  0.0001  0.0005
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
