# SIGMA_QGP=1.0236, SIGMA_HAD=0.504225
# NSAMPLE=10000000, Tblast=98.2801, UPERPblast(x,y)=(0.6726,0.6726)
# SOVERUD=0.861, QUARK_ENTROPY_RATIO=0.2008, BARYON_FUDGE=0.6776
# ------- normalization=0.230827 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3202  0.0002  0.0700  0.0794  0.1707
0.150  0.2956  0.0002  0.0648  0.0733  0.1575
0.250  0.2723  0.0002  0.0622  0.0668  0.1434
0.350  0.2460  0.0002  0.0557  0.0594  0.1309
0.450  0.2217  0.0002  0.0510  0.0526  0.1180
0.550  0.1932  0.0002  0.0458  0.0451  0.1022
0.650  0.1668  0.0002  0.0407  0.0378  0.0883
0.750  0.1398  0.0002  0.0345  0.0312  0.0741
0.850  0.1172  0.0002  0.0309  0.0251  0.0612
0.950  0.0952  0.0001  0.0263  0.0197  0.0492
1.050  0.0744  0.0001  0.0214  0.0151  0.0379
1.150  0.0565  0.0001  0.0174  0.0111  0.0279
1.250  0.0412  0.0001  0.0136  0.0081  0.0196
1.350  0.0288  0.0001  0.0105  0.0055  0.0127
1.450  0.0200  0.0001  0.0080  0.0036  0.0084
1.550  0.0118  0.0000  0.0048  0.0021  0.0049
1.650  0.0060  0.0000  0.0027  0.0010  0.0022
1.750  0.0016  0.0000  0.0007  0.0003  0.0006
