# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.0236, SIGMA_HAD=0.504225
# NSAMPLE=10000000, Tblast=98.2801, UPERPblast(x,y)=(0.6726,0.6726)
# SOVERUD=0.861, QUARK_ENTROPY_RATIO=0.2008, BARYON_FUDGE=0.6776
# ------- normalization=0.0750329 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1130  0.0016  0.1778 -0.0648  0.0000
0.150  0.1037  0.0015  0.1684 -0.0646  0.0000
0.250  0.0965  0.0015  0.1492 -0.0527  0.0000
0.350  0.0938  0.0016  0.1381 -0.0443  0.0000
0.450  0.0840  0.0016  0.1177 -0.0337  0.0000
0.550  0.0615  0.0013  0.0896 -0.0280  0.0000
0.650  0.0604  0.0015  0.0794 -0.0190  0.0000
0.750  0.0449  0.0013  0.0584 -0.0134  0.0000
0.850  0.0360  0.0013  0.0443 -0.0083  0.0000
0.950  0.0257  0.0011  0.0303 -0.0046  0.0000
1.050  0.0153  0.0009  0.0173 -0.0020  0.0000
1.150  0.0089  0.0008  0.0097 -0.0009  0.0000
1.250  0.0046  0.0005  0.0048 -0.0002  0.0000
1.350  0.0015  0.0003  0.0016 -0.0001  0.0000
1.450  0.0003  0.0001  0.0003 -0.0000  0.0000
1.550  0.0001  0.0001  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
