# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.251926 -----------------
#dely    BF    dB     BFVar
0.050  0.4679  0.0002  0.0040
0.150  0.4263  0.0002  0.0044
0.250  0.3750  0.0002  0.0040
0.350  0.3199  0.0002  0.0035
0.450  0.2623  0.0001  0.0046
0.550  0.2069  0.0001  0.0030
0.650  0.1585  0.0001  0.0027
0.750  0.1165  0.0001  0.0017
0.850  0.0814  0.0001  0.0025
0.950  0.0544  0.0000  0.0016
1.050  0.0331  0.0000  0.0011
1.150  0.0170  0.0000  0.0012
1.250  0.0076  0.0000  0.0010
1.350  0.0010  0.0000  0.0008
1.450 -0.0021 -0.0000  0.0007
1.550 -0.0030 -0.0000  0.0014
1.650 -0.0024 -0.0000  0.0002
1.750 -0.0008 -0.0000  0.0001
