# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.011366 -----------------
#dely    BF    dB     BFVar
0.050 -0.0524 -0.0003  0.0041
0.150 -0.0428 -0.0002  0.0069
0.250 -0.0279 -0.0002  0.0031
0.350 -0.0119 -0.0001  0.0022
0.450 -0.0030 -0.0000  0.0027
0.550  0.0023  0.0000  0.0010
0.650  0.0047  0.0000  0.0009
0.750  0.0041  0.0001  0.0009
0.850  0.0042  0.0001  0.0009
0.950  0.0034  0.0001  0.0010
1.050  0.0022  0.0000  0.0004
1.150  0.0019  0.0000  0.0004
1.250  0.0010  0.0000  0.0006
1.350  0.0005  0.0000  0.0002
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
