# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.124411 -----------------
#dely    BF
0.050 -0.1366 -0.0009
0.150 -0.1334 -0.0009
0.250 -0.1573 -0.0011
0.350 -0.1224 -0.0009
0.450 -0.1095 -0.0008
0.550 -0.0974 -0.0008
0.650 -0.0992 -0.0009
0.750 -0.0802 -0.0008
0.850 -0.0608 -0.0007
0.950 -0.0560 -0.0007
1.050 -0.0345 -0.0005
1.150 -0.0467 -0.0008
1.250 -0.0381 -0.0007
1.350 -0.0314 -0.0007
1.450 -0.0223 -0.0006
1.550 -0.0120 -0.0004
1.650 -0.0057 -0.0003
1.750 -0.0008 -0.0001
