#--------- mean pt =359.866 ------------
12.5 0.00801655
37.5 0.0226028
62.5 0.035483
87.5 0.0451302
112.5 0.0509647
137.5 0.0543533
162.5 0.054603
187.5 0.0538584
212.5 0.0529724
237.5 0.0502625
262.5 0.0471237
287.5 0.0442583
312.5 0.0409499
337.5 0.0379997
362.5 0.0347855
387.5 0.0324574
412.5 0.0295448
437.5 0.0269104
462.5 0.0256379
487.5 0.0230223
512.5 0.0203548
537.5 0.0183
562.5 0.0169285
587.5 0.0155854
612.5 0.0142941
637.5 0.0130499
662.5 0.0117208
687.5 0.0108113
712.5 0.00960478
737.5 0.00901096
762.5 0.00824277
787.5 0.00705984
812.5 0.00675351
837.5 0.00629165
862.5 0.00557058
887.5 0.00486837
912.5 0.00472698
937.5 0.00409546
962.5 0.00394937
987.5 0.00329899
1012.5 0.0031199
1037.5 0.00296909
1062.5 0.00257321
1087.5 0.00243183
1112.5 0.00231872
1137.5 0.00195583
1162.5 0.00182858
1187.5 0.00177674
1212.5 0.00153639
1237.5 0.00139029
1262.5 0.00118764
1287.5 0.00112637
1312.5 0.00100384
1337.5 0.000876589
1362.5 0.000919005
1387.5 0.000725778
1412.5 0.000688076
1437.5 0.000603244
1462.5 0.000584393
1487.5 0.000494849
1512.5 0.000541977
1537.5 0.000405305
1562.5 0.000395879
1587.5 0.000377028
1612.5 0.000362889
1637.5 0.000311048
1662.5 0.000226217
1687.5 0.000226217
1712.5 0.000179088
1737.5 0.000245068
1762.5 0.000212078
1787.5 0.000169662
1812.5 0.000122534
1837.5 0.000113108
1862.5 8.48312e-05
1887.5 0.000146098
1912.5 0.000108395
1937.5 8.48312e-05
1962.5 4.71285e-05
1987.5 7.54055e-05
