# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0204628 -----------------
#dely    BF    dB     BFVar
0.050 -0.0553 -0.0003  0.0035
0.150 -0.0464 -0.0003  0.0024
0.250 -0.0339 -0.0002  0.0023
0.350 -0.0204 -0.0001  0.0024
0.450 -0.0121 -0.0001  0.0014
0.550 -0.0077 -0.0001  0.0023
0.650 -0.0056 -0.0001  0.0013
0.750 -0.0046 -0.0001  0.0012
0.850 -0.0046 -0.0001  0.0007
0.950 -0.0044 -0.0001  0.0005
1.050 -0.0035 -0.0001  0.0004
1.150 -0.0031 -0.0001  0.0010
1.250 -0.0018 -0.0001  0.0003
1.350 -0.0009 -0.0000  0.0002
1.450 -0.0004 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
