# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.34841 -----------------
#dely    BF    dB     BFVar
0.050  0.5992  0.0003  0.0041
0.150  0.5489  0.0003  0.0038
0.250  0.4856  0.0002  0.0043
0.350  0.4145  0.0002  0.0027
0.450  0.3486  0.0002  0.0037
0.550  0.2826  0.0002  0.0045
0.650  0.2240  0.0001  0.0026
0.750  0.1746  0.0001  0.0014
0.850  0.1306  0.0001  0.0015
0.950  0.0958  0.0001  0.0019
1.050  0.0687  0.0001  0.0015
1.150  0.0459  0.0001  0.0014
1.250  0.0300  0.0000  0.0017
1.350  0.0181  0.0000  0.0007
1.450  0.0099  0.0000  0.0004
1.550  0.0049  0.0000  0.0005
1.650  0.0019  0.0000  0.0002
1.750  0.0003  0.0000  0.0001
