# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0301277 -----------------
#dely    BF    dB     BFVar
0.050 -0.0565 -0.0002  0.0039
0.150 -0.0552 -0.0002  0.0062
0.250 -0.0513 -0.0002  0.0025
0.350 -0.0457 -0.0002  0.0017
0.450 -0.0382 -0.0001  0.0037
0.550 -0.0292 -0.0001  0.0020
0.650 -0.0202 -0.0001  0.0021
0.750 -0.0125 -0.0001  0.0009
0.850 -0.0054 -0.0000  0.0006
0.950 -0.0003 -0.0000  0.0006
1.050  0.0030  0.0000  0.0004
1.150  0.0035  0.0000  0.0004
1.250  0.0032  0.0000  0.0029
1.350  0.0022  0.0000  0.0002
1.450  0.0010  0.0000  0.0001
1.550  0.0003  0.0000  0.0002
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
