# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0220663 -----------------
#dely    BF
0.050 -0.0193 -0.0017
0.150 -0.0345 -0.0029
0.250 -0.0226 -0.0020
0.350 -0.0339 -0.0034
0.450 -0.0251 -0.0025
0.550 -0.0240 -0.0027
0.650 -0.0084 -0.0013
0.750 -0.0167 -0.0025
0.850 -0.0180 -0.0025
0.950 -0.0075 -0.0015
1.050 -0.0074 -0.0014
1.150 -0.0037 -0.0009
1.250 -0.0003 -0.0002
1.350  0.0003  0.0002
1.450  0.0003  0.0002
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
