# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.102717 -----------------
#dely    BF
0.050 -0.1237 -0.0001
0.150 -0.1134 -0.0001
0.250 -0.1086 -0.0001
0.350 -0.1004 -0.0001
0.450 -0.0897 -0.0001
0.550 -0.0810 -0.0001
0.650 -0.0731 -0.0001
0.750 -0.0629 -0.0001
0.850 -0.0563 -0.0001
0.950 -0.0491 -0.0001
1.050 -0.0419 -0.0001
1.150 -0.0364 -0.0001
1.250 -0.0302 -0.0001
1.350 -0.0225 -0.0001
1.450 -0.0173 -0.0001
1.550 -0.0116 -0.0001
1.650 -0.0068 -0.0000
1.750 -0.0021 -0.0000
